Label,NodeID,network_behaviour,data_collection_behaviour,Reward_punishment,periode
1,s3_h2,1,0.953333,1,10
1,s4_f1,1,1,1,10
1,s4_f2,1,0.986667,1,10
1,s4_h1,1,0.993333,1,10
1,s4_h2,1,0.993333,1,10
1,s1_f3,1,1,1,10
1,s1_h3,1,0.995,1,10
1,s1_h4,1,0.993333,1,10
1,s2_f3,1,1,1,10
1,s2_h3,1,0.975,1,10
1,s2_h4,1,0.993333,1,10
1,s3_f3,1,1,1,10
1,s3_h3,1,0.985,1,10
1,s3_h4,1,0.986667,1,10
1,s4_f3,1,1,1,10
1,s4_h3,1,0.985,1,10
1,s4_h4,1,0.953333,1,10
1,s1_f4,1,1,1,10
1,s1_h5,1,0.975,1,10
1,s2_f4,1,1,1,10
1,s2_h5,1,0.985,1,10
1,s3_f4,1,0.96,1,10
1,s3_h5,1,0.995,1,10
1,s4_f4,1,1,1,10
1,s4_h5,1,0.985,1,10
0,s1_f5,0,0,0,10
1,s2_f5,1,1,1,10
1,s3_f5,1,1,1,10
1,s4_f5,1,0.98,1,10
1,s1_f1,1,1,1,11
1,s1_f2,1,1,1,11
1,s1_h1,1,0.973333,1,11
1,s1_h2,1,0.993333,1,11
1,s2_f1,1,1,1,11
1,s2_f2,1,1,1,11
1,s2_h1,1,0.966667,1,11
1,s2_h2,1,0.986667,1,11
1,s3_f1,1,0.98,1,11
1,s3_f2,1,1,1,11
1,s3_h1,1,0.993333,1,11
1,s3_h2,1,0.953333,1,11
1,s4_f1,1,1,1,11
1,s4_f2,1,0.98,1,11
0.6,s4_h1,1,0.454667,0.518573,11
1,s4_h2,1,0.993333,1,11
1,s1_f3,1,1,1,11
1,s1_h3,1,0.997167,1,11
1,s1_h4,1,0.993333,1,11
1,s2_f3,1,1,1,11
1,s2_h3,1,0.977167,1,11
1,s2_h4,1,0.993333,1,11
1,s3_f3,1,1,1,11
1,s3_h3,1,0.982833,1,11
1,s3_h4,1,0.986667,1,11
1,s4_f3,1,1,1,11
0.6,s4_h3,0.6,0.9915,0.654985,11
1,s4_h4,1,0.953333,1,11
0,s1_f4,0,0,0,11
1,s1_h5,1,0.975,1,11
1,s2_f4,1,1,1,11
1,s2_h5,1,0.985,1,11
1,s3_f4,1,0.96,1,11
1,s3_h5,1,0.995,1,11
1,s4_f4,1,1,1,11
1,s4_h5,1,0.985,1,11
1,s1_f5,1,0.99,1,11
1,s2_f5,1,0.99,1,11
1,s3_f5,1,0.99,1,11
1,s4_f5,1,0.99,1,11
1,s1_f1,1,1,1,12
1,s1_f2,1,1,1,12
1,s1_h1,1,0.993333,1,12
1,s1_h2,1,0.993333,1,12
1,s2_f1,1,1,1,12
1,s2_f2,1,1,1,12
1,s2_h1,1,0.946667,1,12
1,s2_h2,1,0.986667,1,12
1,s3_f1,1,0.99,1,12
1,s3_f2,1,1,1,12
1,s3_h1,1,0.986667,1,12
1,s3_h2,1,0.953333,1,12
1,s4_f1,1,1,1,12
1,s4_f2,1,0.98,1,12
1,s4_h1,1,0.993333,1,12
1,s4_h2,1,0.993333,1,12
1,s1_f3,1,1,1,12
1,s1_h3,1,0.995,1,12
1,s1_h4,1,0.993333,1,12
1,s2_f3,1,1,1,12
1,s2_h3,1,0.975,1,12
1,s2_h4,1,0.993333,1,12
1,s3_f3,1,1,1,12
1,s3_h3,1,0.985,1,12
1,s3_h4,1,0.986667,1,12
1,s4_f3,1,1,1,12
1,s4_h3,1,0.985,1,12
1,s4_h4,1,0.953333,1,12
1,s1_f4,1,1,1,12
1,s1_h5,1,0.975,1,12
1,s2_f4,1,1,1,12
1,s2_h5,1,0.985,1,12
1,s3_f4,1,0.96,1,12
1,s3_h5,1,0.995,1,12
1,s4_f4,1,1,1,12
1,s4_h5,1,0.985,1,12
1,s1_f5,1,0.99,1,12
1,s2_f5,1,0.99,1,12
1,s3_f5,1,0.99,1,12
1,s4_f5,1,0.99,1,12
1,s1_f1,1,1,1,13
0,s1_f2,1,0,0.303265,13
0,s1_h1,0,0,0,13
1,s1_h2,1,0.993333,1,13
1,s2_f1,1,1,1,13
1,s2_f2,1,0.993333,1,13
1,s2_h1,1,0.966667,1,13
1,s2_h2,1,0.986667,1,13
1,s3_f1,1,1,1,13
1,s3_f2,1,0.993333,1,13
1,s3_h1,1,0.993333,1,13
1,s3_h2,1,0.953333,1,13
1,s4_f1,1,1,1,13
1,s4_f2,1,0.986667,1,13
1,s4_h1,1,0.973333,1,13
1,s4_h2,1,0.993333,1,13
1,s1_f3,1,1,1,13
1,s1_h3,1,0.995,1,13
1,s1_h4,1,0.993333,1,13
1,s2_f3,1,1,1,13
1,s2_h3,1,0.975,1,13
1,s2_h4,1,0.993333,1,13
1,s3_f3,1,1,1,13
1,s3_h3,1,0.985,1,13
1,s3_h4,1,0.986667,1,13
1,s4_f3,1,1,1,13
1,s4_h3,1,0.985,1,13
1,s4_h4,1,0.953333,1,13
1,s1_f4,1,1,1,13
1,s1_h5,1,0.975,1,13
1,s2_f4,1,1,1,13
1,s2_h5,1,0.985,1,13
1,s3_f4,1,0.98,1,13
1,s3_h5,1,0.995,1,13
1,s4_f4,1,1,1,13
1,s4_h5,1,0.985,1,13
1,s1_f5,1,0.99,1,13
1,s2_f5,1,0.99,1,13
1,s3_f5,1,0.99,1,13
1,s4_f5,1,0.99,1,13
1,s1_f1,1,1,1,14
1,s1_f2,1,1,1,14
1,s1_h1,1,0.993333,1,14
1,s1_h2,1,0.993333,1,14
1,s2_f1,1,1,1,14
1,s2_f2,1,1,1,14
1,s2_h1,1,0.946667,1,14
1,s2_h2,1,0.986667,1,14
1,s3_f1,1,1,1,14
1,s3_f2,1,1,1,14
1,s3_h1,1,0.986667,1,14
1,s3_h2,1,0.953333,1,14
1,s4_f1,1,1,1,14
1,s4_f2,1,0.988,1,14
1,s4_h1,1,0.993333,1,14
1,s4_h2,1,0.993333,1,14
1,s1_f3,1,1,1,14
1,s1_h3,1,0.995,1,14
1,s1_h4,1,0.993333,1,14
1,s2_f3,1,1,1,14
1,s2_h3,1,0.975,1,14
1,s2_h4,1,0.993333,1,14
1,s3_f3,1,1,1,14
1,s3_h3,1,0.985,1,14
1,s3_h4,1,0.986667,1,14
1,s4_f3,1,1,1,14
1,s4_h3,1,0.985,1,14
1,s4_h4,1,0.953333,1,14
1,s1_f4,1,1,1,14
1,s1_h5,1,0.975,1,14
1,s2_f4,1,1,1,14
1,s2_h5,1,0.985,1,14
1,s3_f4,1,1,1,14
1,s3_h5,1,0.995,1,14
1,s4_f4,1,1,1,14
1,s4_h5,1,0.985,1,14
1,s1_f5,1,0.99,1,14
1,s2_f5,1,0.99,1,14
1,s3_f5,1,0.99,1,14
1,s4_f5,1,0.99,1,14
1,s1_f1,1,1,1,15
1,s1_f2,1,1,1,15
0.6,s1_h1,0.6,0.997778,0.654985,15
1,s1_h2,1,0.993333,1,15
1,s2_f1,1,1,1,15
1,s2_f2,1,1,1,15
1,s2_h1,1,0.948889,1,15
1,s2_h2,1,0.986667,1,15
1,s3_f1,1,1,1,15
1,s3_f2,1,1,1,15
1,s3_h1,1,0.988889,1,15
1,s3_h2,1,0.953333,1,15
1,s4_f1,1,1,1,15
1,s4_f2,1,1,1,15
1,s4_h1,1,0.991111,1,15
1,s4_h2,1,0.993333,1,15
1,s1_f3,1,1,1,15
1,s1_h3,1,0.995,1,15
1,s1_h4,1,0.993333,1,15
1,s2_f3,1,1,1,15
1,s2_h3,1,0.975,1,15
1,s2_h4,1,0.993333,1,15
1,s3_f3,1,1,1,15
1,s3_h3,1,0.985,1,15
1,s3_h4,1,0.986667,1,15
1,s4_f3,1,1,1,15
1,s4_h3,1,0.985,1,15
1,s4_h4,1,0.953333,1,15
1,s1_f4,1,1,1,15
1,s1_h5,1,0.975,1,15
1,s2_f4,1,1,1,15
1,s2_h5,1,0.985,1,15
1,s3_f4,1,1,1,15
1,s3_h5,1,0.995,1,15
0,s4_f4,1,0,0.303265,15
1,s4_h5,1,0.985,1,15
1,s1_f5,1,0.99,1,15
1,s2_f5,1,0.99,1,15
1,s3_f5,1,0.99,1,15
1,s4_f5,1,0.99,1,15
1,s1_f1,1,1,1,16
1,s1_f2,1,1,1,16
1,s1_h1,1,0.993333,1,16
0.2,s1_h2,0.2,0.996,0.402192,16
1,s2_f1,1,1,1,16
1,s2_f2,1,1,1,16
1,s2_h1,1,0.946667,1,16
1,s2_h2,1,0.992,1,16
1,s3_f1,1,1,1,16
1,s3_f2,1,1,1,16
1,s3_h1,1,0.986667,1,16
1,s3_h2,1,0.948,1,16
1,s4_f1,1,1,1,16
1,s4_f2,1,1,1,16
1,s4_h1,1,0.993333,1,16
1,s4_h2,1,0.988,1,16
1,s1_f3,1,1,1,16
0,s1_h3,1,0,0.303265,16
1,s1_h4,1,0.993333,1,16
1,s2_f3,1,1,1,16
1,s2_h3,1,0.973333,1,16
1,s2_h4,1,0.993333,1,16
1,s3_f3,1,1,1,16
1,s3_h3,1,0.986667,1,16
1,s3_h4,1,0.986667,1,16
1,s4_f3,1,1,1,16
1,s4_h3,1,0.986667,1,16
1,s4_h4,1,0.953333,1,16
1,s1_f4,1,1,1,16
1,s1_h5,1,0.975,1,16
1,s2_f4,1,1,1,16
1,s2_h5,1,0.985,1,16
1,s3_f4,1,1,1,16
1,s3_h5,1,0.995,1,16
1,s4_f4,1,1,1,16
1,s4_h5,1,0.985,1,16
1,s1_f5,1,0.99,1,16
1,s2_f5,1,0.99,1,16
1,s3_f5,1,0.99,1,16
1,s4_f5,1,0.99,1,16
0.6,s1_f1,0.6,0.989333,0.654985,17
0,s1_f2,0,0,0,17
1,s1_h1,1,0.993333,1,17
1,s1_h2,1,0.993333,1,17
1,s2_f1,1,1,1,17
1,s2_f2,1,1,1,17
1,s2_h1,1,0.946667,1,17
1,s2_h2,1,0.986667,1,17
1,s3_f1,1,1,1,17
1,s3_f2,1,1,1,17
1,s3_h1,1,0.986667,1,17
1,s3_h2,1,0.953333,1,17
1,s4_f1,1,1,1,17
1,s4_f2,1,1,1,17
1,s4_h1,1,0.993333,1,17
1,s4_h2,1,0.993333,1,17
1,s1_f3,1,1,1,17
1,s1_h3,1,0.995,1,17
1,s1_h4,1,0.993333,1,17
1,s2_f3,1,1,1,17
1,s2_h3,1,0.975,1,17
1,s2_h4,1,0.993333,1,17
1,s3_f3,1,1,1,17
1,s3_h3,1,0.985,1,17
1,s3_h4,1,0.986667,1,17
1,s4_f3,1,1,1,17
1,s4_h3,1,0.985,1,17
1,s4_h4,1,0.953333,1,17
1,s1_f4,1,1,1,17
1,s1_h5,1,0.975,1,17
1,s2_f4,1,1,1,17
1,s2_h5,1,0.985,1,17
1,s3_f4,1,1,1,17
1,s3_h5,1,0.995,1,17
1,s4_f4,1,1,1,17
1,s4_h5,1,0.985,1,17
1,s1_f5,1,0.99,1,17
1,s2_f5,1,0.99,1,17
1,s3_f5,1,0.99,1,17
1,s4_f5,1,0.99,1,17
1,s1_f1,1,1,1,18
0,s1_f2,0,0,0,18
1,s1_h1,1,0.993333,1,18
1,s1_h2,1,0.993333,1,18
1,s2_f1,1,1,1,18
1,s2_f2,1,1,1,18
1,s2_h1,1,0.946667,1,18
1,s2_h2,1,0.986667,1,18
1,s3_f1,1,1,1,18
1,s3_f2,1,1,1,18
1,s3_h1,1,0.986667,1,18
1,s3_h2,1,0.953333,1,18
1,s4_f1,1,1,1,18
1,s4_f2,1,1,1,18
1,s4_h1,1,0.993333,1,18
1,s4_h2,1,0.993333,1,18
1,s1_f3,1,1,1,18
1,s1_h3,1,0.995,1,18
1,s1_h4,1,0.993333,1,18
1,s2_f3,1,1,1,18
1,s2_h3,1,0.975,1,18
1,s2_h4,1,0.993333,1,18
1,s3_f3,1,1,1,18
1,s3_h3,1,0.985,1,18
1,s3_h4,1,0.986667,1,18
1,s4_f3,1,1,1,18
1,s4_h3,1,0.985,1,18
1,s4_h4,1,0.953333,1,18
1,s1_f4,1,1,1,18
1,s1_h5,1,0.975,1,18
1,s2_f4,1,1,1,18
1,s2_h5,1,0.985,1,18
1,s3_f4,1,1,1,18
1,s3_h5,1,0.995,1,18
1,s4_f4,1,1,1,18
1,s4_h5,1,0.985,1,18
1,s1_f5,1,0.996,1,18
1,s2_f5,1,0.996,1,18
1,s3_f5,1,0.996,1,18
1,s4_f5,1,0.996,1,18
1,s1_f1,1,1,1,19
1,s1_f2,1,1,1,19
1,s1_h1,1,1,1,19
1,s1_h2,1,0.993333,1,19
1,s2_f1,1,1,1,19
1,s2_f2,1,1,1,19
1,s2_h1,1,0.94,1,19
1,s2_h2,1,0.986667,1,19
1,s3_f1,1,1,1,19
1,s3_f2,1,1,1,19
0,s3_h1,0,0,0,19
1,s3_h2,1,0.953333,1,19
1,s4_f1,1,1,1,19
1,s4_f2,1,1,1,19
1,s4_h1,1,1,1,19
1,s4_h2,1,0.993333,1,19
1,s1_f3,1,1,1,19
1,s1_h3,1,0.995,1,19
1,s1_h4,1,0.993333,1,19
1,s2_f3,1,1,1,19
1,s2_h3,1,0.975,1,19
1,s2_h4,1,0.993333,1,19
1,s3_f3,1,1,1,19
1,s3_h3,1,0.985,1,19
1,s3_h4,1,0.986667,1,19
1,s4_f3,1,1,1,19
1,s4_h3,1,0.985,1,19
1,s4_h4,1,0.953333,1,19
0.6,s1_f4,0.6,0.992,0.654985,19
1,s1_h5,1,0.975,1,19
1,s2_f4,1,1,1,19
1,s2_h5,1,0.985,1,19
1,s3_f4,1,1,1,19
1,s3_h5,1,0.995,1,19
1,s4_f4,1,1,1,19
1,s4_h5,1,0.985,1,19
1,s1_f5,1,1,1,19
1,s2_f5,1,1,1,19
1,s3_f5,1,1,1,19
1,s4_f5,1,1,1,19
1,s1_f1,1,1,1,20
0,s1_f2,0,0,0,20
1,s1_h1,1,0.993333,1,20
1,s1_h2,1,0.993333,1,20
1,s2_f1,1,1,1,20
1,s2_f2,1,1,1,20
1,s2_h1,1,0.946667,1,20
1,s2_h2,1,0.986667,1,20
1,s3_f1,1,1,1,20
1,s3_f2,1,1,1,20
1,s3_h1,1,0.986667,1,20
1,s3_h2,1,0.953333,1,20
1,s4_f1,1,1,1,20
