Label,NodeID,network_behaviour,data_collection_behaviour,Reward_punishment,periode
0,s1_h3,0.4,0,0.0898658,3
1,s1_h4,1,1,1,3
1,s2_f3,1,0.966667,1,3
1,s2_h3,1,0.98,1,3
0.6,s2_h4,0.6,0.925333,0.654985,3
1,s3_f3,1,0.973333,1,3
1,s3_h3,1,1,1,3
1,s3_h4,1,1,1,3
1,s4_f3,1,0.993333,1,3
1,s4_h3,1,0.98,1,3
1,s4_h4,1,1,1,3
1,s1_f4,1,1,1,3
1,s1_h5,1,0.993333,1,3
1,s2_f4,1,0.98,1,3
0,s2_h5,0,0,0,3
0,s3_f4,0,0,0,3
1,s3_h5,1,0.973333,1,3
1,s4_f4,1,1,1,3
1,s4_h5,1,0.966667,1,3
0,s1_f5,1,0.96,1,3
1,s2_f5,1,0.98,1,3
1,s3_f5,1,0.98,1,3
1,s4_f5,1,0.96,1,3
1,s1_f1,1,0.965,1,4
0,s1_f2,0,0,0,4
0,s1_h1,1,0,0.303265,4
1,s1_h2,1,0.99,1,4
1,s2_f1,1,0.975,1,4
1,s2_f2,1,1,1,4
1,s2_h1,1,0.966667,1,4
1,s2_h2,1,0.99,1,4
1,s3_f1,1,0.985,1,4
1,s3_f2,1,1,1,4
1,s3_h1,1,0.993333,1,4
1,s3_h2,1,0.99,1,4
1,s4_f1,1,0.975,1,4
1,s4_f2,1,0.98,1,4
1,s4_h1,1,0.973333,1,4
1,s4_h2,1,0.99,1,4
0,s1_f3,0,0,0,4
1,s1_h3,1,0.966667,1,4
1,s1_h4,1,1,1,4
1,s2_f3,1,0.966667,1,4
1,s2_h3,1,0.973333,1,4
1,s2_h4,1,0.96,1,4
1,s3_f3,1,0.973333,1,4
1,s3_h3,1,0.993333,1,4
1,s3_h4,1,1,1,4
1,s4_f3,1,0.993333,1,4
0.4,s4_h3,0.8,0.466167,0.402192,4
1,s4_h4,1,1,1,4
0,s1_f4,1,0.817333,0.814354,4
0,s1_h5,1,0,0.303265,4
1,s2_f4,1,0.986667,1,4
1,s2_h5,1,0.993333,1,4
1,s3_f4,1,0.993333,1,4
1,s3_h5,1,0.973333,1,4
1,s4_f4,1,0.993333,1,4
1,s4_h5,1,0.966667,1,4
0,s1_f5,0,0,0,4
1,s2_f5,1,0.966667,1,4
1,s3_f5,1,0.993333,1,4
1,s4_f5,1,0.973333,1,4
1,s1_f1,1,0.965,1,5
1,s1_f2,1,0.975,1,5
0,s1_h1,0,0,0,5
1,s1_h2,1,0.99,1,5
1,s2_f1,1,0.975,1,5
1,s2_f2,1,0.985,1,5
1,s2_h1,1,0.966667,1,5
1,s2_h2,1,0.99,1,5
1,s3_f1,1,0.985,1,5
1,s3_f2,1,0.985,1,5
1,s3_h1,1,0.993333,1,5
1,s3_h2,1,0.99,1,5
1,s4_f1,1,0.975,1,5
1,s4_f2,1,0.995,1,5
1,s4_h1,1,0.973333,1,5
1,s4_h2,1,0.99,1,5
1,s1_f3,1,0.99,1,5
0,s1_h3,0,0,0,5
1,s1_h4,1,1,1,5
1,s2_f3,1,0.97,1,5
1,s2_h3,1,0.98,1,5
1,s2_h4,1,0.96,1,5
1,s3_f3,1,0.97,1,5
1,s3_h3,1,1,1,5
1,s3_h4,1,1,1,5
1,s4_f3,1,0.99,1,5
1,s4_h3,1,0.98,1,5
1,s4_h4,1,1,1,5
0.4,s1_f4,0.8,0.574833,0.518573,5
1,s1_h5,1,0.993333,1,5
1,s2_f4,1,0.986667,1,5
1,s2_h5,1,0.993333,1,5
1,s3_f4,1,0.993333,1,5
1,s3_h5,1,0.986667,1,5
1,s4_f4,1,0.993333,1,5
1,s4_h5,1,0.953333,1,5
1,s1_f5,1,0.99,1,5
1,s2_f5,1,0.97,1,5
1,s3_f5,1,0.99,1,5
1,s4_f5,1,0.97,1,5
1,s1_f1,1,0.965,1,6
0.4,s1_f2,0.8,0.177667,0.303265,6
1,s1_h1,1,0.98,1,6
1,s1_h2,1,0.986667,1,6
1,s2_f1,1,0.975,1,6
1,s2_f2,1,0.993333,1,6
1,s2_h1,1,0.96,1,6
0,s2_h2,1,0,0.303265,6
1,s3_f1,1,0.985,1,6
1,s3_f2,1,0.993333,1,6
0.2,s3_h1,1,0.178,0.402192,6
1,s3_h2,1,0.993333,1,6
1,s4_f1,1,0.975,1,6
1,s4_f2,1,0.986667,1,6
1,s4_h1,1,0.98,1,6
1,s4_h2,1,0.993333,1,6
0,s1_f3,0,0,0,6
1,s1_h3,1,0.97,1,6
1,s1_h4,1,1,1,6
1,s2_f3,1,0.966667,1,6
1,s2_h3,1,0.97,1,6
1,s2_h4,1,0.96,1,6
1,s3_f3,1,0.973333,1,6
1,s3_h3,1,0.99,1,6
1,s3_h4,1,1,1,6
1,s4_f3,1,0.993333,1,6
1,s4_h3,1,0.99,1,6
1,s4_h4,1,1,1,6
0.6,s1_f4,0.6,0.974,0.654985,6
1,s1_h5,1,0.993333,1,6
1,s2_f4,1,0.978,1,6
1,s2_h5,1,0.993333,1,6
1,s3_f4,1,0.998,1,6
1,s3_h5,1,0.986667,1,6
1,s4_f4,1,0.998,1,6
1,s4_h5,1,0.953333,1,6
0.6,s1_f5,0.6,0.963,0.654985,6
1,s2_f5,1,0.979,1,6
1,s3_f5,1,0.981,1,6
1,s4_f5,1,0.961,1,6
0.6,s1_f1,0.6,0.921333,0.654985,7
1,s1_f2,1,0.983,1,7
1,s1_h1,1,1,1,7
1,s1_h2,1,0.99,1,7
1,s2_f1,1,0.986667,1,7
1,s2_f2,1,0.977,1,7
1,s2_h1,1,0.94,1,7
1,s2_h2,1,0.99,1,7
1,s3_f1,1,0.973333,1,7
0.6,s3_f2,0.6,0.991,0.654985,7
0,s3_h1,0,0,0,7
1,s3_h2,1,0.99,1,7
1,s4_f1,1,0.986667,1,7
1,s4_f2,1,0.997,1,7
1,s4_h1,1,1,1,7
1,s4_h2,1,0.99,1,7
1,s1_f3,1,0.99,1,7
0.2,s1_h3,0.2,0.888,0.303265,7
0,s1_h4,0,0,0,7
1,s2_f3,1,0.97,1,7
1,s2_h3,1,0.98,1,7
1,s2_h4,1,0.96,1,7
1,s3_f3,1,0.97,1,7
1,s3_h3,1,1,1,7
1,s3_h4,1,1,1,7
1,s4_f3,1,0.99,1,7
1,s4_h3,1,0.98,1,7
1,s4_h4,1,1,1,7
1,s1_f4,1,0.993333,1,7
0,s1_h5,1,0,0.303265,7
1,s2_f4,1,0.986667,1,7
1,s2_h5,1,0.993333,1,7
0.2,s3_f4,1,0.571333,0.654985,7
1,s3_h5,1,0.973333,1,7
1,s4_f4,1,0.993333,1,7
1,s4_h5,1,0.966667,1,7
1,s1_f5,1,0.99,1,7
1,s2_f5,1,0.97,1,7
1,s3_f5,1,0.99,1,7
1,s4_f5,1,0.97,1,7
0,s1_f1,0,0,0,8
0,s1_f2,1,0,0.303265,8
1,s1_h1,1,0.9645,1,8
0.4,s1_h2,0.6,0.598,0.402192,8
1,s2_f1,1,1,1,8
1,s2_f2,1,0.993333,1,8
1,s2_h1,1,0.9755,1,8
1,s2_h2,1,0.986667,1,8
1,s3_f1,1,0.96,1,8
1,s3_f2,1,0.993333,1,8
0.2,s3_h1,0.2,0.9535,0.402192,8
1,s3_h2,1,0.993333,1,8
1,s4_f1,1,1,1,8
1,s4_f2,1,0.986667,1,8
1,s4_h1,1,0.9645,1,8
1,s4_h2,1,0.993333,1,8
0,s1_f3,0.4,0,0.0898658,8
0,s1_h3,1,0,0.303265,8
1,s1_h4,1,0.981167,1,8
1,s2_f3,1,0.966667,1,8
1,s2_h3,1,0.98,1,8
1,s2_h4,1,0.978833,1,8
1,s3_f3,1,0.973333,1,8
1,s3_h3,1,1,1,8
0.6,s3_h4,0.6,0.9835,0.654985,8
1,s4_f3,1,0.993333,1,8
1,s4_h3,1,0.98,1,8
1,s4_h4,1,0.981167,1,8
0.6,s1_f4,0.6,0.958,0.654985,8
0,s1_h5,0,0,0,8
1,s2_f4,1,0.986667,1,8
1,s2_h5,1,0.993333,1,8
1,s3_f4,1,0.993333,1,8
1,s3_h5,1,0.973333,1,8
1,s4_f4,1,0.993333,1,8
1,s4_h5,1,0.966667,1,8
1,s1_f5,1,1,1,8
1,s2_f5,1,0.98,1,8
1,s3_f5,1,0.98,1,8
0,s4_f5,0,0,0,8
1,s1_f1,1,0.965,1,9
0.6,s1_f2,1,0.428667,0.518573,9
1,s1_h1,1,0.971667,1,9
0,s1_h2,0,0,0,9
1,s2_f1,1,0.975,1,9
1,s2_f2,1,0.993333,1,9
1,s2_h1,1,0.968333,1,9
1,s2_h2,1,0.98,1,9
1,s3_f1,1,0.985,1,9
1,s3_f2,1,0.993333,1,9
1,s3_h1,1,0.991667,1,9
1,s3_h2,1,1,1,9
1,s4_f1,1,0.975,1,9
1,s4_f2,1,0.986667,1,9
0.6,s4_h1,0.6,0.995,0.654985,9
1,s4_h2,1,1,1,9
0,s1_f3,1,0,0.303265,9
0,s1_h3,0,0,0,9
1,s1_h4,1,1,1,9
1,s2_f3,1,0.966667,1,9
1,s2_h3,1,0.98,1,9
1,s2_h4,1,0.96,1,9
1,s3_f3,1,0.973333,1,9
1,s3_h3,1,1,1,9
1,s3_h4,1,1,1,9
1,s4_f3,1,0.993333,1,9
1,s4_h3,1,0.98,1,9
1,s4_h4,1,1,1,9
1,s1_f4,1,1,1,9
1,s1_h5,1,0.993333,1,9
1,s2_f4,1,0.98,1,9
1,s2_h5,1,0.993333,1,9
0,s3_f4,0,0,0,9
1,s3_h5,1,0.986667,1,9
1,s4_f4,1,1,1,9
1,s4_h5,1,0.953333,1,9
1,s1_f5,1,1,1,9
1,s2_f5,1,0.98,1,9
1,s3_f5,1,0.98,1,9
0.6,s4_f5,1,0.352,0.518573,9
1,s1_f1,1,0.965,1,10
1,s1_f2,1,0.975,1,10
0.4,s1_h1,0.6,0.554667,0.402192,10
1,s1_h2,1,0.99,1,10
1,s2_f1,1,0.975,1,10
1,s2_f2,1,0.985,1,10
1,s2_h1,1,0.966667,1,10
1,s2_h2,1,0.99,1,10
1,s3_f1,1,0.985,1,10
1,s3_f2,1,0.985,1,10
1,s3_h1,1,0.993333,1,10
1,s3_h2,1,0.99,1,10
1,s4_f1,1,0.975,1,10
1,s4_f2,1,0.995,1,10
1,s4_h1,1,0.973333,1,10
1,s4_h2,1,0.99,1,10
0,s1_f3,1,0,0.303265,10
0.4,s1_h3,0.8,0.4305,0.402192,10
1,s1_h4,1,1,1,10
1,s2_f3,1,0.966667,1,10
1,s2_h3,1,0.98,1,10
1,s2_h4,1,0.96,1,10
1,s3_f3,1,0.973333,1,10
1,s3_h3,1,1,1,10
1,s3_h4,1,1,1,10
1,s4_f3,1,0.993333,1,10
1,s4_h3,1,0.98,1,10
1,s4_h4,1,1,1,10
1,s1_f4,1,1,1,10
0,s1_h5,0,0,0,10
1,s2_f4,1,0.98,1,10
1,s2_h5,1,0.993333,1,10
1,s3_f4,1,1,1,10
1,s3_h5,1,0.973333,1,10
1,s4_f4,1,1,1,10
1,s4_h5,1,0.966667,1,10
1,s1_f5,1,0.993333,1,10
1,s2_f5,1,0.973333,1,10
0.4,s3_f5,0.8,0.414667,0.402192,10
1,s4_f5,1,0.966667,1,10
1,s1_f1,1,0.965,1,11
1,s1_f2,1,0.98,1,11
1,s1_h1,1,0.993333,1,11
1,s1_h2,1,0.99,1,11
1,s2_f1,1,0.975,1,11
1,s2_f2,1,0.98,1,11
1,s2_h1,1,0.946667,1,11
1,s2_h2,1,0.99,1,11
1,s3_f1,1,0.985,1,11
0,s3_f2,0,0,0,11
1,s3_h1,1,0.986667,1,11
1,s3_h2,1,0.99,1,11
1,s4_f1,1,0.975,1,11
1,s4_f2,1,1,1,11
1,s4_h1,1,0.993333,1,11
1,s4_h2,1,0.99,1,11
1,s1_f3,1,0.99,1,11
0.4,s1_h3,0.6,0.598,0.402192,11
1,s1_h4,1,1,1,11
1,s2_f3,1,0.97,1,11
1,s2_h3,1,0.98,1,11
1,s2_h4,1,0.96,1,11
1,s3_f3,1,0.97,1,11
1,s3_h3,1,1,1,11
1,s3_h4,1,1,1,11
1,s4_f3,1,0.99,1,11
1,s4_h3,1,0.98,1,11
1,s4_h4,1,1,1,11
1,s1_f4,1,1,1,11
1,s1_h5,1,0.986667,1,11
1,s2_f4,1,0.98,1,11
1,s2_h5,1,0.986667,1,11
1,s3_f4,1,1,1,11
0,s3_h5,0.4,0,0.0898658,11
1,s4_f4,1,1,1,11
1,s4_h5,1,0.973333,1,11
1,s1_f5,1,0.99,1,11
1,s2_f5,1,0.97,1,11
1,s3_f5,1,0.99,1,11
1,s4_f5,1,0.97,1,11
1,s1_f1,1,0.965,1,12
1,s1_f2,1,0.975,1,12
0,s1_h1,1,0,0.303265,12
1,s1_h2,1,0.99,1,12
1,s2_f1,1,0.975,1,12
1,s2_f2,1,0.985,1,12
1,s2_h1,1,0.966667,1,12
1,s2_h2,1,0.99,1,12
1,s3_f1,1,0.985,1,12
1,s3_f2,1,0.985,1,12
1,s3_h1,1,0.993333,1,12
1,s3_h2,1,0.99,1,12
1,s4_f1,1,0.975,1,12
1,s4_f2,1,0.995,1,12
1,s4_h1,1,0.973333,1,12
1,s4_h2,1,0.99,1,12
1,s1_f3,1,0.99,1,12
1,s1_h3,1,0.966667,1,12
1,s1_h4,1,1,1,12
1,s2_f3,1,0.97,1,12
1,s2_h3,1,0.973333,1,12
1,s2_h4,1,0.96,1,12
1,s3_f3,1,0.97,1,12
1,s3_h3,1,0.993333,1,12
1,s3_h4,1,1,1,12
1,s4_f3,1,0.99,1,12
0.4,s4_h3,0.8,0.199833,0.303265,12
1,s4_h4,1,1,1,12
1,s1_f4,1,1,1,12
1,s1_h5,1,0.993333,1,12
1,s2_f4,1,0.98,1,12
1,s2_h5,1,0.993333,1,12
1,s3_f4,1,1,1,12
1,s3_h5,1,0.986667,1,12
1,s4_f4,1,1,1,12
1,s4_h5,1,0.953333,1,12
1,s1_f5,1,0.99,1,12
1,s2_f5,1,0.97,1,12
1,s3_f5,1,0.99,1,12
1,s4_f5,1,0.97,1,12
0,s1_f1,0,0,0,13
0.2,s1_f2,0.2,0.900667,0.402192,13
0.6,s1_h1,0.6,0.9865,0.654985,13
1,s1_h2,1,0.993333,1,13
1,s2_f1,1,1,1,13
1,s2_f2,1,0.993333,1,13
1,s2_h1,1,0.9885,1,13
1,s2_h2,1,0.993333,1,13
1,s3_f1,1,0.96,1,13
1,s3_f2,1,0.993333,1,13
1,s3_h1,1,0.9935,1,13
1,s3_h2,1,0.986667,1,13
1,s4_f1,1,1,1,13
1,s4_f2,1,0.986667,1,13
1,s4_h1,1,0.9815,1,13
0,s4_h2,1,0.233333,0.402192,13
1,s1_f3,1,0.99,1,13
1,s1_h3,1,0.97,1,13
1,s1_h4,1,1,1,13
1,s2_f3,1,0.97,1,13
1,s2_h3,1,0.97,1,13
1,s2_h4,1,0.96,1,13
1,s3_f3,1,0.97,1,13
1,s3_h3,1,0.99,1,13
1,s3_h4,1,1,1,13
1,s4_f3,1,0.99,1,13
1,s4_h3,1,0.99,1,13
1,s4_h4,1,1,1,13
1,s1_f4,1,1,1,13
0.6,s1_h5,0.6,0.968,0.654985,13
1,s2_f4,1,0.98,1,13
1,s2_h5,1,0.996,1,13
1,s3_f4,1,1,1,13
1,s3_h5,1,0.984,1,13
1,s4_f4,1,1,1,13
1,s4_h5,1,0.956,1,13
1,s1_f5,1,0.99,1,13
1,s2_f5,1,0.97,1,13
1,s3_f5,1,0.99,1,13
1,s4_f5,1,0.97,1,13
1,s1_f1,1,0.965,1,14
0.6,s1_f2,0.6,0.934667,0.654985,14
0,s1_h1,1,0,0.303265,14
1,s1_h2,1,0.99,1,14
1,s2_f1,1,0.975,1,14
1,s2_f2,1,0.993333,1,14
1,s2_h1,1,1,1,14
1,s2_h2,1,0.99,1,14
1,s3_f1,1,0.985,1,14
1,s3_f2,1,0.993333,1,14
1,s3_h1,1,1,1,14
1,s3_h2,1,0.99,1,14
1,s4_f1,1,0.975,1,14
1,s4_f2,1,0.986667,1,14
1,s4_h1,1,1,1,14
1,s4_h2,1,0.99,1,14
1,s1_f3,1,0.993333,1,14
0.2,s1_h3,0.2,0.9595,0.402192,14
1,s1_h4,1,1,1,14
1,s2_f3,1,0.973333,1,14
1,s2_h3,1,0.9665,1,14
1,s2_h4,1,0.96,1,14
1,s3_f3,1,0.966667,1,14
1,s3_h3,1,0.9865,1,14
1,s3_h4,1,1,1,14
0.2,s4_f3,1,0,0.303265,14
1,s4_h3,1,0.9935,1,14
1,s4_h4,1,1,1,14
1,s1_f4,1,1,1,14
1,s1_h5,1,0.999333,1,14
1,s2_f4,1,0.98,1,14
1,s2_h5,1,0.999333,1,14
0,s3_f4,0,0,0,14
1,s3_h5,1,0.998667,1,14
1,s4_f4,1,1,1,14
1,s4_h5,1,0.989333,1,14
1,s1_f5,1,0.99,1,14
1,s2_f5,1,0.97,1,14
1,s3_f5,1,0.99,1,14
1,s4_f5,1,0.97,1,14
1,s1_f1,1,0.965,1,15
0,s1_f2,0,0,0,15
1,s1_h1,1,1,1,15
1,s1_h2,1,0.99,1,15
1,s2_f1,1,0.975,1,15
1,s2_f2,1,1,1,15
1,s2_h1,1,1,1,15
1,s2_h2,1,0.99,1,15
1,s3_f1,1,0.985,1,15
1,s3_f2,1,1,1,15
0.2,s3_h1,0.2,1,0.402192,15
1,s3_h2,1,0.99,1,15
1,s4_f1,1,0.975,1,15
1,s4_f2,1,0.98,1,15
1,s4_h1,1,1,1,15
1,s4_h2,1,0.99,1,15
1,s1_f3,1,0.99,1,15
0.6,s1_h3,0.6,0.9915,0.654985,15
1,s1_h4,1,1,1,15
1,s2_f3,1,0.97,1,15
1,s2_h3,1,0.977167,1,15
1,s2_h4,1,0.982,1,15
1,s3_f3,1,0.97,1,15
1,s3_h3,1,0.997167,1,15
1,s3_h4,1,1,1,15
1,s4_f3,1,0.99,1,15
1,s4_h3,1,0.982833,1,15
1,s4_h4,1,1,1,15
1,s1_f4,1,0.993333,1,15
1,s1_h5,1,1,1,15
1,s2_f4,1,0.986667,1,15
1,s2_h5,1,1,1,15
0.6,s3_f4,0.6,0.842,0.518573,15
1,s3_h5,1,1,1,15
1,s4_f4,1,0.993333,1,15
1,s4_h5,1,1,1,15
1,s1_f5,1,0.993333,1,15
1,s2_f5,1,0.973333,1,15
0,s3_f5,1,0,0.303265,15
1,s4_f5,1,0.966667,1,15
