SC,SP,Periode,Device_trust,Friendship,Localisation,Reputation,Experiance
f5,f3,6,0.988161,0.333333,0.375065,0.6,0.5
f5,f4,6,0.986995,0.333333,0.552963,0.5,0.7
f5,h1,6,0.986036,0.333333,0.269286,0.5,0.5
f3,f1,6,0.983316,0.333333,0.502559,0.5,0.5
f3,f2,6,0.987844,0.333333,0.657919,0.5,0.5
f3,f4,6,0.986995,0.666667,0.634183,0.5,0.566667
f3,h1,6,0.986036,0.333333,0.4744,0.5,0.5
f4,f1,6,0.983316,0.5,0.163344,0.5,0.5
f4,f2,6,0.987844,0.5,0.292101,0.5,0.5
f4,f3,6,0.988161,1,0.634183,0.6,0.85
f4,h1,6,0.986036,0.5,0.212492,0.5,0.5
h2,f1,7,0.989901,0.5,0.685799,0.5,0.5
h3,f1,7,0.989901,0.5,0.659381,0.5,0.5
h3,f4,7,0.992414,0.5,0.440104,0.5,0.5
h4,f1,7,0.989901,0.5,0.350769,0.5,0.5
h4,f4,7,0.992414,0.5,0.801733,0.5,0.5
f5,f1,7,0.989901,0.666667,0.0983332,0.5,0.5
f4,f2,7,0.991893,0.5,0.292101,0.5,0.5
h3,f2,7,0.991893,0.5,0.851998,0.5,0.5
h3,f4,7,0.992414,0.5,0.440104,0.5,0.7
h5,f1,7,0.989901,0.333333,0.119574,0.5,0.5
h5,f2,7,0.991893,0.333333,0.191639,0.5,0.7
h5,f4,7,0.992414,0.333333,0.793936,0.5,0.5
h5,f5,7,0.993144,0.333333,0.750669,0.5,0.683333
h5,h2,7,0.993322,0.666667,0,0.5,0.7
f1,f2,8,0.995223,0.666667,0.742268,0.5,0.7
h2,f1,8,0.995399,0.5,0.685799,0.5,0.7
h2,f2,8,0.995223,0.5,0.768221,0.5,0.5
h2,h1,8,0.979506,0.5,0.43937,0.5,0.5
h2,f1,8,0.995399,0.5,0.685799,0.5,0.7
h2,f2,8,0.995223,0.5,0.768221,0.5,0.5
h2,h1,8,0.979506,0.5,0.43937,0.5,0.5
f2,f1,8,0.995399,0.5,0.742268,0.5,0.566667
f2,h1,8,0.979506,0.25,0.556362,0.5,0.5
f4,f1,8,0.995399,0.5,0.163344,0.5,0.5
f4,f2,8,0.995223,0.5,0.292101,0.5,0.7
f4,h1,8,0.979506,0.5,0.212492,0.5,0.5
h5,f1,8,0.995399,0.333333,0.119574,0.5,0.5
h5,f2,8,0.995223,0.333333,0.191639,0.5,0.7
h5,h1,8,0.979506,0.333333,0.228055,0.5,0.5
f2,f1,8,0.995399,0.5,0.742268,0.5,0.75
f2,h1,8,0.979506,0.25,0.556362,0.5,0.5
h4,f1,8,0.995399,0.5,0.350769,0.5,0.5
h4,f2,8,0.995223,0.5,0.490369,0.5,0.5
h4,f4,8,0.995209,0.5,0.801733,0.5,0.7
h4,h1,8,0.979506,0.5,0.367107,0.5,0.5
h4,h3,8,0.996077,1,0.638371,0.5,0.38
h5,h3,9,0.996894,0.666667,0.334537,0.5,0.5
f1,f4,9,0.996686,0.333333,0.163344,0.6,0.5
f1,h2,9,0.997748,0.333333,0.685799,0.5,0.7
f4,f1,9,0.997328,0.5,0.163344,0.6,0.5
f4,h2,9,0.997748,0,0.0635079,0.5,0.5
h2,f1,9,0.997328,0.5,0.685799,0.6,0.9
h2,f2,9,0.996841,0.5,0.768221,0.6,0.5
h2,f4,9,0.996686,0,0.0635079,0.6,0.5
h5,f1,9,0.997328,0.333333,0.119574,0.6,0.5
h5,f2,9,0.996841,0.333333,0.191639,0.6,0.85
h5,f4,9,0.996686,0.333333,0.793936,0.6,0.5
h5,h2,9,0.997748,0.666667,0,0.5,0.85
f3,f1,9,0.997328,0.333333,0.502559,0.6,0.7
f3,f2,9,0.996841,0.333333,0.657919,0.6,0.5
f3,f4,9,0.996686,0.666667,0.634183,0.6,0.566667
f3,h2,9,0.997748,0.333333,0.428662,0.5,0.5
h4,f1,10,0.998448,0.5,0.350769,0.6,0.5
h4,h3,10,0.997855,1,0.638371,0.5,0.38
h2,f1,10,0.998448,0.5,0.685799,0.6,0.9
h2,h3,10,0.997855,0,0.621867,0.5,0.5
f1,f3,10,0.998553,0.333333,0.502559,0.6,0.7
f1,h3,10,0.997855,0.333333,0.659381,0.5,0.5
h1,f1,10,0.998448,0,0.750855,0.6,0.9
h1,f3,10,0.998553,0.5,0.4744,0.6,0.34
h1,h3,10,0.997855,0.5,0.550043,0.5,0.5
h1,h4,10,0.997798,0.5,0.367107,0.5,0.5
f4,f1,10,0.998448,0.5,0.163344,0.6,0.7
f4,f3,10,0.998553,1,0.634183,0.6,0.8
f4,h3,10,0.997855,0.5,0.440104,0.5,0.5
f4,h4,10,0.997798,0.5,0.801733,0.5,0.5
h5,f1,10,0.998448,0.333333,0.119574,0.6,0.5
h5,f3,10,0.998553,0.333333,0.517238,0.6,0.4
h5,h3,10,0.997855,0.666667,0.334537,0.5,0.642857
h5,h4,10,0.997798,0.666667,0.664526,0.5,0.5
h3,f1,10,0.998448,0.5,0.659381,0.6,0.5
h3,f3,10,0.998553,0.5,0.805921,0.6,0.85
h3,h4,10,0.997798,1,0.638371,0.5,0.5
h3,f1,11,0.999099,0.5,0.659381,0.6,0.5
h2,f1,11,0.999099,0.5,0.685799,0.6,0.925
h5,f1,11,0.999099,0.333333,0.119574,0.6,0.5
h5,f2,11,0.998737,0.333333,0.191639,0.6,0.85
h5,f3,11,0.99916,0.333333,0.517238,0.6,0.4
h5,f4,11,0.997432,0.333333,0.793936,0.6,0.7
f4,f1,11,0.999099,0.5,0.163344,0.6,0.7
f4,f2,11,0.998737,0.5,0.292101,0.6,0.85
f4,f3,11,0.99916,1,0.634183,0.6,0.8875
h3,f1,11,0.999099,0.5,0.659381,0.6,0.7
h3,f2,11,0.998737,0.5,0.851998,0.6,0.5
h3,f3,11,0.99916,0.5,0.805921,0.6,0.9
h3,f4,11,0.997432,0.5,0.440104,0.6,0.85
h3,f3,11,0.99916,0.5,0.805921,0.6,0.9
h3,f4,11,0.997432,0.5,0.440104,0.6,0.85
h3,f1,11,0.999099,0.5,0.659381,0.6,0.7
h3,f2,11,0.998737,0.5,0.851998,0.6,0.5
h3,f3,11,0.99916,0.5,0.805921,0.6,0.9
h3,f4,11,0.997432,0.5,0.440104,0.6,0.85
h3,f1,11,0.999099,0.5,0.659381,0.6,0.7
h3,f2,11,0.998737,0.5,0.851998,0.6,0.5
h3,h2,11,0.998428,0,0.621867,0.5,0.5
f5,f1,11,0.999099,0.666667,0.0983332,0.6,0.5
f5,f2,11,0.998737,1,0.0994279,0.6,0.5
f5,f3,11,0.99916,0.333333,0.375065,0.6,0.5
f5,f4,11,0.997432,0.333333,0.552963,0.6,0.85
f5,h2,11,0.998428,0.333333,0,0.5,0.5
h5,f1,11,0.999099,0.333333,0.119574,0.6,0.5
h5,f2,11,0.998737,0.333333,0.191639,0.6,0.9
h5,f3,11,0.99916,0.333333,0.517238,0.6,0.4
h5,f4,11,0.997432,0.333333,0.793936,0.6,0.7
h5,f5,11,0.998853,0.333333,0.750669,0.5,0.683333
h5,h2,11,0.998428,0.666667,0,0.5,0.85
h5,h4,11,0.998336,0.666667,0.664526,0.5,0.5
f5,h1,12,0.993353,0.333333,0.269286,0.5,0.5
h3,f5,12,0.998524,0,0.225157,0.5,0.5
h3,h1,12,0.993353,0.5,0.550043,0.5,0.7
f4,f5,12,0.998524,0.5,0.552963,0.5,0.5
f4,h1,12,0.993353,0.5,0.212492,0.5,0.5
f4,f5,12,0.998524,0.5,0.552963,0.5,0.5
f4,h1,12,0.993353,0.5,0.212492,0.5,0.5
f3,f5,12,0.998524,0.333333,0.375065,0.5,0.5
f3,h1,12,0.993353,0.333333,0.4744,0.5,0.5
f3,h1,12,0.993353,0.333333,0.4744,0.5,0.5
f3,f5,12,0.998524,0.333333,0.375065,0.5,0.5
f3,h2,12,0.998702,0.333333,0.428662,0.5,0.5
f4,f1,12,0.999477,0.5,0.163344,0.6,0.7
f4,f5,12,0.998524,0.5,0.552963,0.5,0.85
f4,h2,12,0.998702,0,0.0635079,0.5,0.5
h1,f1,12,0.999477,0,0.750855,0.6,0.725
h1,f3,12,0.999512,0.5,0.4744,0.64,0.34
h1,f5,12,0.998524,0.5,0.269286,0.5,0.34
h1,h2,12,0.998702,0.5,0.43937,0.5,0.34
h4,f1,12,0.999477,0.5,0.350769,0.6,0.5
h4,f3,12,0.999512,0.5,0.83245,0.64,0.85
h4,f4,12,0.999134,0.5,0.801733,0.6,0.85
h4,f5,12,0.998524,0,0.480404,0.5,0.5
h4,h2,12,0.998702,0,0.261497,0.5,0.5
f1,f2,13,0.999574,0.666667,0.742268,0.6,0.85
f5,f2,13,0.999574,1,0.0994279,0.6,0.7
f2,f3,13,0.999717,0.25,0.657919,0.64,0.4
h5,f2,13,0.999574,0.333333,0.191639,0.6,0.925
h5,f3,13,0.999717,0.333333,0.517238,0.64,0.4
h5,h3,13,0.999404,0.666667,0.334537,0.5,0.807143
f5,f2,13,0.999574,1,0.0994279,0.6,0.672222
f5,f3,13,0.999717,0.333333,0.375065,0.64,0.5
f5,h3,13,0.999404,0,0.225157,0.5,0.5
h4,f2,13,0.999574,0.5,0.490369,0.6,0.5
h4,f3,13,0.999717,0.5,0.83245,0.64,0.9
h4,h3,13,0.999404,1,0.638371,0.5,0.61
f4,f2,13,0.999574,0.5,0.292101,0.6,0.85
f4,f3,13,0.999717,1,0.634183,0.64,0.91
f4,h3,13,0.999404,0.5,0.440104,0.5,0.5
h1,f2,13,0.999574,0.5,0.556362,0.6,0.7
h1,f3,13,0.999717,0.5,0.4744,0.64,0.34
h1,h3,13,0.999404,0.5,0.550043,0.5,0.5
f1,f2,14,0.999753,0.666667,0.742268,0.64,0.9
f1,f4,14,0.999329,0.333333,0.163344,0.6,0.5
f1,h3,14,0.999684,0.333333,0.659381,0.5,0.5
f1,h4,14,0.99898,0.333333,0.350769,0.5,0.5
h2,f1,14,0.999823,0.5,0.685799,0.6,0.94
h2,f2,14,0.999753,0.5,0.768221,0.64,0.7
h2,f4,14,0.999329,0,0.0635079,0.6,0.5
h2,h1,14,0.995326,0.5,0.43937,0.5,0.5
h2,h3,14,0.999684,0,0.621867,0.5,0.5
h2,h4,14,0.99898,0,0.261497,0.5,0.5
h1,f1,14,0.999823,0,0.750855,0.6,0.52
h1,f2,14,0.999753,0.5,0.556362,0.64,0.7
h1,f4,14,0.999329,0.5,0.212492,0.6,0.66
h1,h3,14,0.999684,0.5,0.550043,0.5,0.34
h1,h4,14,0.99898,0.5,0.367107,0.5,0.5
h1,h5,14,0.999721,0.5,0.228055,0.5,0.5
f3,f1,14,0.999823,0.333333,0.502559,0.6,0.7
f3,f2,14,0.999753,0.333333,0.657919,0.64,0.5
f3,f4,14,0.999329,0.666667,0.634183,0.6,0.75
f3,h1,14,0.995326,0.333333,0.4744,0.5,0.85
f3,h3,14,0.999684,0.333333,0.805921,0.5,0.5
f3,h4,14,0.99898,0.333333,0.83245,0.5,0.4
f3,h5,14,0.999721,0.333333,0.517238,0.5,0.5
f4,f1,14,0.999823,0.5,0.163344,0.6,0.7
f4,f2,14,0.999753,0.5,0.292101,0.64,0.9
f4,f3,14,0.999835,1,0.634183,0.64,0.91
f4,h1,14,0.995326,0.5,0.212492,0.5,0.5
f4,h3,14,0.999684,0.5,0.440104,0.5,0.5
f4,h4,14,0.99898,0.5,0.801733,0.5,0.5
f4,h5,14,0.999721,0.5,0.793936,0.5,0.5
h3,f1,14,0.999823,0.5,0.659381,0.6,0.7
h3,f2,14,0.999753,0.5,0.851998,0.64,0.5
h3,f3,14,0.999835,0.5,0.805921,0.64,0.925
h3,f4,14,0.999329,0.5,0.440104,0.6,0.925
h3,h1,14,0.995326,0.5,0.550043,0.5,0.85
h3,h4,14,0.99898,1,0.638371,0.5,0.5
h3,h5,14,0.999721,1,0.334537,0.5,0.7
h2,f1,14,0.999823,0.5,0.685799,0.6,0.95
h2,f2,14,0.999753,0.5,0.768221,0.64,0.7
h2,f3,14,0.999835,0.5,0.428662,0.64,0.5
h2,f4,14,0.999329,0,0.0635079,0.6,0.5
h2,h1,14,0.995326,0.5,0.43937,0.5,0.5
h2,h3,14,0.999684,0,0.621867,0.5,0.5
h2,h4,14,0.99898,0,0.261497,0.5,0.5
h2,h5,14,0.999721,1,0,0.5,0.5
h3,f3,14,0.999835,0.5,0.805921,0.64,0.925
h3,f4,14,0.999329,0.5,0.440104,0.6,0.925
h3,h1,14,0.995326,0.5,0.550043,0.5,0.85
h3,h5,14,0.999721,1,0.334537,0.5,0.7
h3,f1,14,0.999823,0.5,0.659381,0.6,0.7
h3,h4,14,0.99898,1,0.638371,0.5,0.5
h3,f2,14,0.999753,0.5,0.851998,0.64,0.5
f1,f3,15,0.999904,0.333333,0.502559,0.64,0.85
f1,h5,15,0.998366,0.333333,0.119574,0.5,0.5
h2,f3,15,0.999904,0.5,0.428662,0.64,0.5
h2,h5,15,0.998366,1,0,0.5,0.5
h3,f1,15,0.999897,0.5,0.659381,0.64,0.7
h3,f3,15,0.999904,0.5,0.805921,0.64,0.94
h3,h5,15,0.998366,1,0.334537,0.5,0.7
h3,f3,15,0.999904,0.5,0.805921,0.64,0.94
h3,h5,15,0.998366,1,0.334537,0.5,0.7
h3,f1,15,0.999897,0.5,0.659381,0.64,0.7
h3,f2,15,0.999856,0.5,0.851998,0.64,0.5
f2,f1,15,0.999897,0.5,0.742268,0.64,0.833333
f2,f3,15,0.999904,0.25,0.657919,0.64,0.625
f2,h3,15,0.999133,0.25,0.851998,0.5,0.5
f2,h5,15,0.998366,0.25,0.191639,0.5,0.5
h1,f1,15,0.999897,0,0.750855,0.64,0.52
h1,f2,15,0.999856,0.5,0.556362,0.64,0.85
h1,f3,15,0.999904,0.5,0.4744,0.64,0.34
h1,h3,15,0.999133,0.5,0.550043,0.5,0.34
h1,h5,15,0.998366,0.5,0.228055,0.5,0.5
f2,f1,15,0.999897,0.5,0.742268,0.64,0.833333
f2,f3,15,0.999904,0.25,0.657919,0.64,0.625
f2,h3,15,0.999133,0.25,0.851998,0.5,0.5
f2,h5,15,0.998366,0.25,0.191639,0.5,0.5
f2,f4,15,0.999259,0.25,0.292101,0.6,0.5
f2,f5,15,0.999174,0.75,0.0994279,0.595238,0.7
h1,f3,16,0.999944,0.5,0.4744,0.64,0.34
h1,h2,16,0.999896,0.5,0.43937,0.5,0.34
f3,h2,16,0.999896,0.333333,0.428662,0.5,0.5
f3,h3,16,0.999112,0.333333,0.805921,0.5,0.5
h5,f3,16,0.999944,0.333333,0.517238,0.64,0.4
h5,h2,16,0.999896,0.666667,0,0.5,0.85
h5,h3,16,0.999112,0.666667,0.334537,0.5,0.807143
f5,f3,16,0.999944,0.333333,0.375065,0.64,0.5
f5,f4,16,0.999816,0.333333,0.552963,0.6,0.85
f5,h2,16,0.999896,0.333333,0,0.5,0.5
f5,h3,16,0.999112,0,0.225157,0.5,0.5
f1,f3,16,0.999944,0.333333,0.502559,0.64,0.9
f1,f4,16,0.999816,0.333333,0.163344,0.6,0.5
f1,h2,16,0.999896,0.333333,0.685799,0.5,0.85
f1,h3,16,0.999112,0.333333,0.659381,0.5,0.5
f3,f1,16,0.99994,0.333333,0.502559,0.64,0.7
f3,f4,16,0.999816,0.666667,0.634183,0.6,0.833333
f3,h2,16,0.999896,0.333333,0.428662,0.5,0.5
f3,h3,16,0.999112,0.333333,0.805921,0.5,0.7
f1,f3,16,0.999944,0.333333,0.502559,0.64,0.9
f1,h2,16,0.999896,0.333333,0.685799,0.5,0.85
f1,h3,16,0.999112,0.333333,0.659381,0.5,0.5
f1,f4,16,0.999816,0.333333,0.163344,0.6,0.5
h2,f1,16,0.99994,0.5,0.685799,0.64,0.957143
h2,f2,16,0.999917,0.5,0.768221,0.64,0.7
h2,f3,16,0.999944,0.5,0.428662,0.64,0.5
h2,f4,16,0.999816,0,0.0635079,0.6,0.5
h2,h3,16,0.999112,0,0.621867,0.5,0.5
h3,f1,16,0.99994,0.5,0.659381,0.64,0.85
h3,f2,16,0.999917,0.5,0.851998,0.64,0.5
h3,f3,16,0.999944,0.5,0.805921,0.64,0.95
h3,f4,16,0.999816,0.5,0.440104,0.6,0.925
h3,h2,16,0.999896,0,0.621867,0.5,0.5
f2,f1,16,0.99994,0.5,0.742268,0.64,0.875
f2,f3,16,0.999944,0.25,0.657919,0.64,0.625
f2,f4,16,0.999816,0.25,0.292101,0.6,0.5
f2,h2,16,0.999896,0.25,0.768221,0.5,0.5
f2,h3,16,0.999112,0.25,0.851998,0.5,0.5
f1,h1,17,0.998341,0,0.750855,0.5,0.5
f1,h3,17,0.999835,0.333333,0.659381,0.5,0.5
f1,h3,17,0.999835,0.333333,0.659381,0.5,0.5
f1,h1,17,0.998341,0,0.750855,0.5,0.5
f1,h2,17,0.999939,0.333333,0.685799,0.5,0.85
h5,f1,17,0.999965,0.333333,0.119574,0.64,0.5
h5,h1,17,0.998341,0.333333,0.228055,0.5,0.5
h5,h2,17,0.999939,0.666667,0,0.5,0.85
h5,h3,17,0.999835,0.666667,0.334537,0.5,0.871429
f4,f1,17,0.999965,0.5,0.163344,0.64,0.7
f4,h1,17,0.998341,0.5,0.212492,0.5,0.5
f4,h2,17,0.999939,0,0.0635079,0.5,0.5
f4,h3,17,0.999835,0.5,0.440104,0.5,0.5
f4,f1,17,0.999965,0.5,0.163344,0.64,0.7
f4,h3,17,0.999835,0.5,0.440104,0.5,0.5
f4,h1,17,0.998341,0.5,0.212492,0.5,0.5
f4,h2,17,0.999939,0,0.0635079,0.5,0.5
h3,f1,17,0.999965,0.5,0.659381,0.64,0.85
h3,h1,17,0.998341,0.5,0.550043,0.5,0.9
h3,h2,17,0.999939,0,0.621867,0.5,0.5
f5,h1,18,0.996869,0.333333,0.269286,0.5,0.7
f4,h1,18,0.996869,0.5,0.212492,0.5,0.5
f4,h2,18,0.999965,0,0.0635079,0.6,0.5
f2,h1,18,0.996869,0.25,0.556362,0.5,0.5
f2,h2,18,0.999965,0.25,0.768221,0.6,0.7
h1,h2,18,0.999965,0.5,0.43937,0.6,0.34
h4,h1,18,0.996869,0.5,0.367107,0.5,0.5
h4,h2,18,0.999965,0,0.261497,0.6,0.5
h5,f1,18,0.99998,0.333333,0.119574,0.64,0.5
h5,f3,18,0.999981,0.333333,0.517238,0.664,0.4
h5,f4,18,0.999938,0.333333,0.793936,0.6,0.7
h5,f5,18,0.998962,0.333333,0.750669,0.595238,0.683333
h5,h1,18,0.996869,0.333333,0.228055,0.5,0.5
h5,h2,18,0.999965,0.666667,0,0.6,0.9
f5,f1,18,0.99998,0.666667,0.0983332,0.64,0.5
f5,f2,18,0.999972,1,0.0994279,0.64,0.811111
f5,f3,18,0.999981,0.333333,0.375065,0.664,0.5
f5,f4,18,0.999938,0.333333,0.552963,0.6,0.9
f5,h1,18,0.996869,0.333333,0.269286,0.5,0.45
f5,h2,18,0.999965,0.333333,0,0.6,0.5
h3,f3,19,0.999989,0.5,0.805921,0.664,0.957143
h3,f5,19,0.999012,0,0.225157,0.595238,0.5
f3,f5,19,0.999012,0.333333,0.375065,0.595238,0.5
h1,f3,19,0.999989,0.5,0.4744,0.664,0.34
h1,f5,19,0.999012,0.5,0.269286,0.595238,0.34
h4,f2,19,0.999984,0.5,0.490369,0.64,0.5
h4,f3,19,0.999989,0.5,0.83245,0.664,0.925
h4,f5,19,0.999012,0,0.480404,0.595238,0.5
f4,f2,19,0.999984,0.5,0.292101,0.64,0.9
f4,f3,19,0.999989,1,0.634183,0.664,0.925
f4,f5,19,0.999012,0.5,0.552963,0.595238,0.9
f4,h1,19,0.99738,0.5,0.212492,0.533333,0.3
h5,f1,20,0.999993,0.333333,0.119574,0.64,0.5
h5,f1,20,0.999993,0.333333,0.119574,0.64,0.5
h5,f2,20,0.999991,0.333333,0.191639,0.64,0.94
h5,f2,20,0.999991,0.333333,0.191639,0.64,0.94
h5,f1,20,0.999993,0.333333,0.119574,0.64,0.5
h1,f1,20,0.999993,0,0.750855,0.64,0.52
h1,f2,20,0.999991,0.5,0.556362,0.64,0.54
h1,h5,20,0.999942,0.5,0.228055,0.5,0.5
f5,f1,20,0.999993,0.666667,0.0983332,0.64,0.5
f5,f2,20,0.999991,1,0.0994279,0.64,0.811111
f5,h5,20,0.999942,0.333333,0.750669,0.5,0.5
h5,f1,20,0.999993,0.333333,0.119574,0.64,0.7
h5,f2,20,0.999991,0.333333,0.191639,0.64,0.957143
h2,f1,20,0.999993,0.5,0.685799,0.64,0.957143
h2,f2,20,0.999991,0.5,0.768221,0.64,0.8
h2,h5,20,0.999942,1,0,0.5,0.7
h2,f1,20,0.999993,0.5,0.685799,0.64,0.957143
h2,f2,20,0.999991,0.5,0.768221,0.64,0.8
h2,h5,20,0.999942,1,0,0.5,0.7
h2,f1,20,0.999993,0.5,0.685799,0.64,0.957143
h2,f2,20,0.999991,0.5,0.768221,0.64,0.8
h2,h5,20,0.999942,1,0,0.5,0.7
h5,f2,20,0.999991,0.333333,0.191639,0.64,0.957143
h5,f1,20,0.999993,0.333333,0.119574,0.64,0.7
h5,h2,20,0.999988,0.666667,0,0.6,0.925
h4,f3,21,0.999996,0.5,0.83245,0.664,0.94
h4,f5,21,0.998399,0,0.480404,0.595238,0.5
h5,f3,21,0.999996,0.333333,0.517238,0.664,0.4
h5,f5,21,0.998399,0.333333,0.750669,0.595238,0.683333
h5,h2,21,0.999983,0.666667,0,0.6,0.925
h4,f3,21,0.999996,0.5,0.83245,0.664,0.94
