Label,NodeID,knowledge,experiance,periode,label_experience,Label_final
1.0,s1_f1,1.0,0.5,1,0.5,0.875
1.0,s1_f2,1.0,0.5,1,0.5,0.875
1.0,s1_h1,0.999082,0.5,1,0.5,0.875
1.0,s1_h2,0.999082,0.5,1,0.5,0.875
1.0,s2_f1,1.0,0.5,1,0.5,0.875
1.0,s2_f2,1.0,0.5,1,0.5,0.875
1.0,s2_h1,0.992659,0.5,1,0.5,0.875
1.0,s2_h2,0.998165,0.5,1,0.5,0.875
1.0,s3_f1,0.997247,0.5,1,0.5,0.875
1.0,s3_f2,1.0,0.5,1,0.5,0.875
1.0,s3_h1,0.998165,0.5,1,0.5,0.875
1.0,s3_h2,0.993577,0.5,1,0.5,0.875
1.0,s4_f1,1.0,0.5,1,0.5,0.875
1.0,s4_f2,0.997247,0.5,1,0.5,0.875
1.0,s4_h1,0.999082,0.5,1,0.5,0.875
1.0,s4_h2,0.999082,0.5,1,0.5,0.875
1.0,s1_f3,0.999082,0.5,1,0.5,0.875
1.0,s1_h3,0.999312,0.5,1,0.5,0.875
1.0,s1_h4,0.999082,0.5,1,0.5,0.875
1.0,s2_f3,0.993577,0.5,1,0.5,0.875
1.0,s2_h3,0.996559,0.5,1,0.5,0.875
1.0,s2_h4,0.999082,0.5,1,0.5,0.875
1.0,s3_f3,0.998165,0.5,1,0.5,0.875
1.0,s3_h3,0.997935,0.5,1,0.5,0.875
1.0,s3_h4,0.998165,0.5,1,0.5,0.875
1.0,s4_f3,0.999082,0.5,1,0.5,0.875
1.0,s4_h3,0.997935,0.5,1,0.5,0.875
1.0,s4_h4,0.993577,0.5,1,0.5,0.875
1.0,s1_f4,1.0,0.5,1,0.5,0.875
1.0,s1_h5,0.996559,0.5,1,0.5,0.875
1.0,s2_f4,1.0,0.5,1,0.5,0.875
1.0,s2_h5,0.997935,0.5,1,0.5,0.875
0.2,s3_f4,0.261524,0.5,1,0.5,0.275
1.0,s3_h5,0.999312,0.5,1,0.5,0.875
1.0,s4_f4,1.0,0.5,1,0.5,0.875
1.0,s4_h5,0.997935,0.5,1,0.5,0.875
1.0,s1_f5,0.998624,0.5,1,0.5,0.875
1.0,s2_f5,0.998624,0.5,1,0.5,0.875
1.0,s3_f5,0.998624,0.5,1,0.5,0.875
1.0,s4_f5,0.998624,0.5,1,0.5,0.875
1.0,s1_f1,1.0,0.709618,2,0.7,0.925
1.0,s1_f2,1.0,0.709618,2,0.7,0.925
1.0,s1_h1,1.0,0.709233,2,0.7,0.925
1.0,s1_h2,0.999862,0.709233,2,0.7,0.925
1.0,s2_f1,1.0,0.709618,2,0.7,0.925
1.0,s2_f2,1.0,0.709618,2,0.7,0.925
1.0,s2_h1,0.994494,0.70654,2,0.7,0.925
1.0,s2_h2,0.99711,0.708849,2,0.7,0.925
1.0,s3_f1,0.997247,0.708464,2,0.7,0.925
1.0,s3_f2,1.0,0.709618,2,0.7,0.925
0.0,s3_h1,0.0,0.708849,2,0.7,0.175
0.2,s3_h2,0.481308,0.706925,2,0.7,0.325
1.0,s4_f1,1.0,0.709618,2,0.7,0.925
1.0,s4_f2,0.997247,0.708464,2,0.7,0.925
1.0,s4_h1,1.0,0.709233,2,0.7,0.925
1.0,s4_h2,0.999862,0.709233,2,0.7,0.925
1.0,s1_f3,0.999082,0.709233,2,0.7,0.925
0.0,s1_h3,0.261524,0.709329,2,0.7,0.175
1.0,s1_h4,0.999082,0.709233,2,0.7,0.925
1.0,s2_f3,0.993577,0.706925,2,0.7,0.925
1.0,s2_h3,0.99633,0.708175,2,0.7,0.925
1.0,s2_h4,0.999082,0.709233,2,0.7,0.925
1.0,s3_f3,0.998165,0.708849,2,0.7,0.925
1.0,s3_h3,0.998165,0.708752,2,0.7,0.925
1.0,s3_h4,0.998165,0.708849,2,0.7,0.925
1.0,s4_f3,0.999082,0.709233,2,0.7,0.925
1.0,s4_h3,0.998165,0.708752,2,0.7,0.925
1.0,s4_h4,0.993577,0.706925,2,0.7,0.925
0.2,s1_f4,0.261524,0.709618,2,0.7,0.325
1.0,s1_h5,0.994494,0.708175,2,0.7,0.925
1.0,s2_f4,0.998165,0.709618,2,0.7,0.925
1.0,s2_h5,1.0,0.708752,2,0.7,0.925
1.0,s3_f4,0.99633,0.400022,2,0.38,0.845
0.0,s3_h5,0.0,0.709329,2,0.7,0.175
1.0,s4_f4,0.998165,0.709618,2,0.7,0.925
1.0,s4_h5,1.0,0.708752,2,0.7,0.925
1.0,s1_f5,0.998624,0.709041,2,0.7,0.925
1.0,s2_f5,0.998624,0.709041,2,0.7,0.925
1.0,s3_f5,0.998624,0.709041,2,0.7,0.925
1.0,s4_f5,0.998624,0.709041,2,0.7,0.925
1.0,s1_f1,0.999862,0.831356,3,0.8200000000000001,0.9550000000000001
1.0,s1_f2,1.0,0.831356,3,0.8200000000000001,0.9550000000000001
1.0,s1_h1,1.0,0.831133,3,0.8200000000000001,0.9550000000000001
1.0,s1_h2,0.999082,0.831075,3,0.8200000000000001,0.9550000000000001
0.2,s2_f1,0.481308,0.831356,3,0.8200000000000001,0.35500000000000004
1.0,s2_f2,1.0,0.831356,3,0.8200000000000001,0.9550000000000001
1.0,s2_h1,0.997247,0.827261,3,0.8200000000000001,0.9550000000000001
1.0,s2_h2,0.998165,0.829698,3,0.8200000000000001,0.9550000000000001
1.0,s3_f1,0.99711,0.829532,3,0.8200000000000001,0.9550000000000001
1.0,s3_f2,1.0,0.831356,3,0.8200000000000001,0.9550000000000001
1.0,s3_h1,1.0,0.411674,3,0.42,0.855
1.0,s3_h2,0.993577,0.612338,3,0.5,0.875
1.0,s4_f1,0.999862,0.831356,3,0.8200000000000001,0.9550000000000001
1.0,s4_f2,0.997247,0.829532,3,0.8200000000000001,0.9550000000000001
1.0,s4_h1,1.0,0.831133,3,0.8200000000000001,0.9550000000000001
1.0,s4_h2,0.999082,0.831075,3,0.8200000000000001,0.9550000000000001
1.0,s1_f3,0.999082,0.830748,3,0.8200000000000001,0.9550000000000001
0.0,s1_h3,0.0,0.521593,3,0.42,0.105
0.6,s1_h4,0.702411,0.830748,3,0.8200000000000001,0.655
1.0,s2_f3,0.993577,0.8271,3,0.8200000000000001,0.9550000000000001
1.0,s2_h3,0.994494,0.82898,3,0.8200000000000001,0.9550000000000001
1.0,s2_h4,0.998593,0.830748,3,0.8200000000000001,0.9550000000000001
1.0,s3_f3,0.998165,0.83014,3,0.8200000000000001,0.9550000000000001
1.0,s3_h3,1.0,0.830084,3,0.8200000000000001,0.9550000000000001
1.0,s3_h4,0.998654,0.83014,3,0.8200000000000001,0.9550000000000001
1.0,s4_f3,0.999082,0.830748,3,0.8200000000000001,0.9550000000000001
1.0,s4_h3,1.0,0.830084,3,0.8200000000000001,0.9550000000000001
1.0,s4_h4,0.993087,0.8271,3,0.8200000000000001,0.9550000000000001
0.0,s1_f4,0.261524,0.521761,3,0.5,0.125
1.0,s1_h5,0.996559,0.828211,3,0.8200000000000001,0.9550000000000001
1.0,s2_f4,0.998165,0.830587,3,0.8200000000000001,0.9550000000000001
1.0,s2_h5,0.997935,0.830854,3,0.8200000000000001,0.9550000000000001
1.0,s3_f4,0.99633,0.650016,3,0.628,0.907
1.0,s3_h5,0.999312,0.411953,3,0.42,0.855
1.0,s4_f4,0.998165,0.830587,3,0.8200000000000001,0.9550000000000001
1.0,s4_h5,0.997935,0.830854,3,0.8200000000000001,0.9550000000000001
1.0,s1_f5,0.998624,0.830444,3,0.8200000000000001,0.9550000000000001
1.0,s2_f5,0.998624,0.830444,3,0.8200000000000001,0.9550000000000001
1.0,s3_f5,0.998624,0.830444,3,0.8200000000000001,0.9550000000000001
1.0,s4_f5,0.998624,0.830444,3,0.8200000000000001,0.9550000000000001
1.0,s1_f1,1.0,0.902,4,0.892,0.973
1.0,s1_f2,1.0,0.902058,4,0.892,0.973
1.0,s1_h1,0.999082,0.901928,4,0.892,0.973
0.6,s1_h2,0.70235,0.90151,4,0.892,0.6729999999999999
1.0,s2_f1,1.0,0.684604,4,0.5720000000000001,0.893
1.0,s2_f2,1.0,0.902058,4,0.892,0.973
1.0,s2_h1,0.998165,0.898525,4,0.892,0.973
1.0,s2_h2,0.998562,0.900325,4,0.892,0.973
1.0,s3_f1,0.997247,0.899787,4,0.892,0.973
1.0,s3_f2,1.0,0.902058,4,0.892,0.973
1.0,s3_h1,0.999082,0.658321,4,0.652,0.913
1.0,s3_h2,0.993179,0.772167,4,0.7,0.925
1.0,s4_f1,1.0,0.902,4,0.892,0.973
1.0,s4_f2,0.997247,0.899844,4,0.892,0.973
0.2,s4_h1,0.261524,0.901928,4,0.892,0.373
1.0,s4_h2,0.998685,0.90151,4,0.892,0.973
1.0,s1_f3,0.999082,0.90132,4,0.892,0.973
0.6,s1_h3,0.496105,0.302923,4,0.252,0.5129999999999999
1.0,s1_h4,0.999082,0.776945,4,0.732,0.933
1.0,s2_f3,0.993577,0.896893,4,0.892,0.973
1.0,s2_h3,0.99633,0.89837,4,0.892,0.973
1.0,s2_h4,0.999082,0.901115,4,0.892,0.973
1.0,s3_f3,0.998165,0.900582,4,0.892,0.973
1.0,s3_h3,0.998165,0.901319,4,0.892,0.973
1.0,s3_h4,0.998165,0.900787,4,0.892,0.973
1.0,s4_f3,0.999082,0.90132,4,0.892,0.973
1.0,s4_h3,0.998165,0.901319,4,0.892,0.973
1.0,s4_h4,0.993577,0.896688,4,0.892,0.973
0.6,s1_f4,0.701677,0.412661,4,0.3,0.5249999999999999
1.0,s1_h5,0.994494,0.898788,4,0.892,0.973
