SC,SP,Periode,Device_trust,Friendship,Localisation,Reputation,Experiance
h5,f5,5,0.980613,0.333333,0.750669,0.5,0.5
h4,f1,6,0.987844,0.5,0.350769,0.5,0.5
h4,f3,6,0.987395,0.5,0.83245,0.5,0.5
f5,f1,6,0.987844,0.666667,0.0983332,0.5,0.5
f5,f3,6,0.987395,0.333333,0.375065,0.5,0.5
h1,f1,6,0.987844,0,0.750855,0.5,0.5
h1,f3,6,0.987395,0.5,0.4744,0.5,0.5
h1,f1,6,0.987844,0,0.750855,0.5,0.5
f4,h3,6,0.985433,0.5,0.440104,0.5,0.5
h4,f2,6,0.987756,0.5,0.490369,0.5,0.5
f3,f1,7,0.992555,0.333333,0.502559,0.5,0.5
f3,f2,7,0.99324,0.333333,0.657919,0.5,0.5
f3,f5,7,0.993461,0.333333,0.375065,0.5,0.5
f4,f1,7,0.992555,0.5,0.163344,0.5,0.5
f4,f5,7,0.993461,0.5,0.552963,0.5,0.5
h1,f1,7,0.992555,0,0.750855,0.5,0.38
h1,f5,7,0.993461,0.5,0.269286,0.5,0.34
f2,f1,7,0.992555,0.5,0.742268,0.5,0.5
f2,f4,7,0.992509,0.25,0.292101,0.5,0.5
f2,f5,7,0.993461,0.75,0.0994279,0.5,0.5
h1,f5,7,0.993461,0.5,0.269286,0.5,0.34
h1,f2,7,0.99324,0.5,0.556362,0.5,0.85
h1,f3,7,0.992103,0.5,0.4744,0.5,0.46
h1,f4,7,0.992509,0.5,0.212492,0.5,0.5
f2,f5,7,0.993461,0.75,0.0994279,0.5,0.5
f2,f4,7,0.992509,0.25,0.292101,0.5,0.5
f2,f1,7,0.992555,0.5,0.742268,0.5,0.5
f2,f3,7,0.992103,0.25,0.657919,0.5,0.5
f2,h1,7,0.992386,0.25,0.556362,0.5,0.5
h1,f4,8,0.994897,0.5,0.212492,0.5,0.5
f3,f4,8,0.994897,0.666667,0.634183,0.5,0.85
f1,f2,8,0.99497,0.666667,0.742268,0.5,0.6
f1,f4,8,0.994897,0.333333,0.163344,0.5,0.5
f1,f5,8,0.996202,0.666667,0.0983332,0.5,0.5
f1,h1,8,0.995063,0,0.750855,0.5,0.5
f1,h3,8,0.992864,0.333333,0.659381,0.5,0.5
f3,f4,8,0.994897,0.666667,0.634183,0.5,0.85
f3,f2,8,0.99497,0.333333,0.657919,0.5,0.38
f3,f5,8,0.996202,0.333333,0.375065,0.5,0.5
f3,h1,8,0.995063,0.333333,0.4744,0.5,0.5
f3,h3,8,0.992864,0.333333,0.805921,0.5,0.5
f4,f2,8,0.99497,0.5,0.292101,0.5,0.5
f4,f5,8,0.996202,0.5,0.552963,0.5,0.7
f4,h3,8,0.992864,0.5,0.440104,0.5,0.4
f3,f2,9,0.996502,0.333333,0.657919,0.53125,0.38
f1,f2,9,0.996502,0.666667,0.742268,0.53125,0.775
f4,h2,9,0.996925,0,0.0635079,0.5,0.5
f4,h3,9,0.994413,0.5,0.440104,0.5,0.4
h2,f5,9,0.997794,0.5,0,0.5,0.5
h2,h3,9,0.994413,0,0.621867,0.5,0.5
f3,f4,9,0.996459,0.666667,0.634183,0.5,0.9
f3,f5,9,0.997794,0.333333,0.375065,0.5,0.5
f3,h2,9,0.996925,0.333333,0.428662,0.5,0.5
h5,f1,9,0.997617,0.333333,0.119574,0.5,0.5
h5,f3,9,0.996424,0.333333,0.517238,0.5,0.5
h5,f4,9,0.996459,0.333333,0.793936,0.5,0.7
h5,f5,9,0.997794,0.333333,0.750669,0.5,0.4
h5,h2,9,0.996925,0.666667,0,0.5,0.54
h1,f1,10,0.998616,0,0.750855,0.5,0.38
h1,f3,10,0.997346,0.5,0.4744,0.5,0.46
h4,f1,10,0.998616,0.5,0.350769,0.5,0.7
h3,f1,10,0.998616,0.5,0.659381,0.5,0.5
h5,f2,11,0.999088,0.333333,0.191639,0.53125,0.5
f4,h1,11,0.999116,0.5,0.212492,0.5,0.5
h5,f3,11,0.997882,0.333333,0.517238,0.5,0.5
h5,f5,11,0.999256,0.333333,0.750669,0.5,0.4
h5,h3,11,0.995968,0.666667,0.334537,0.5,0.5
f5,f3,12,0.998193,0.333333,0.375065,0.5,0.5
h4,f2,12,0.99947,0.5,0.490369,0.53125,0.38
h4,f3,12,0.998193,0.5,0.83245,0.5,0.5
h4,f5,12,0.999568,0,0.480404,0.5,0.5
h4,h1,12,0.999487,0.5,0.367107,0.5,0.5
f2,f3,12,0.998193,0.25,0.657919,0.5,0.5
f2,f5,12,0.999568,0.75,0.0994279,0.5,0.5
f2,h1,12,0.999487,0.25,0.556362,0.5,0.5
h1,f2,12,0.99947,0.5,0.556362,0.53125,0.54
h1,f3,12,0.998193,0.5,0.4744,0.5,0.31
h3,f2,12,0.99947,0.5,0.851998,0.53125,0.7
h3,f3,12,0.998193,0.5,0.805921,0.5,0.5
h3,h1,12,0.999487,0.5,0.550043,0.5,0.5
f4,f3,13,0.998373,1,0.634183,0.5,0.7
h4,f3,13,0.998373,0.5,0.83245,0.5,0.7
h4,f4,13,0.998377,0.5,0.801733,0.5,0.5
h5,f4,13,0.998377,0.333333,0.793936,0.5,0.55
h5,f4,13,0.998377,0.333333,0.793936,0.5,0.55
h4,f4,13,0.998377,0.5,0.801733,0.5,0.5
h4,f1,13,0.999729,0.5,0.350769,0.5,0.65
h5,f4,13,0.998377,0.333333,0.793936,0.5,0.55
h3,f5,13,0.999749,0,0.225157,0.5,0.5
h5,f4,13,0.998377,0.333333,0.793936,0.5,0.583333
h5,f5,13,0.999749,0.333333,0.750669,0.5,0.4
h5,h3,13,0.99636,0.666667,0.334537,0.5,0.46
f5,f3,14,0.998478,0.333333,0.375065,0.5,0.4
f5,h2,14,0.999825,0.333333,0,0.5,0.5
h1,f3,14,0.998478,0.5,0.4744,0.5,0.31
h1,f5,14,0.999854,0.5,0.269286,0.5,0.34
h1,h2,14,0.999825,0.5,0.43937,0.5,0.5
h4,f3,14,0.998478,0.5,0.83245,0.5,0.85
h4,f4,14,0.996588,0.5,0.801733,0.568519,0.5
h4,f5,14,0.999854,0,0.480404,0.5,0.5
h4,h2,14,0.999825,0,0.261497,0.5,0.5
h5,f3,14,0.998478,0.333333,0.517238,0.5,0.5
h5,f4,14,0.996588,0.333333,0.793936,0.568519,0.808333
h5,f5,14,0.999854,0.333333,0.750669,0.5,0.4
h5,h2,14,0.999825,0.666667,0,0.5,0.54
h5,f4,14,0.996588,0.333333,0.793936,0.568519,0.808333
h5,h2,14,0.999825,0.666667,0,0.5,0.54
h5,f3,14,0.998478,0.333333,0.517238,0.5,0.5
h5,f5,14,0.999854,0.333333,0.750669,0.5,0.4
h4,f2,15,0.999896,0.5,0.490369,0.53125,0.38
h4,f3,15,0.998539,0.5,0.83245,0.577143,0.9
h4,f5,15,0.999915,0,0.480404,0.5,0.5
f1,f2,15,0.999896,0.666667,0.742268,0.53125,0.77
f1,f3,15,0.998539,0.333333,0.502559,0.577143,0.5
f1,f5,15,0.999915,0.666667,0.0983332,0.5,0.5
f3,f1,16,0.999947,0.333333,0.502559,0.571429,0.5
f3,f2,16,0.99994,0.333333,0.657919,0.53125,0.38
f3,h3,16,0.999337,0.333333,0.805921,0.5,0.5
f3,h3,16,0.999337,0.333333,0.805921,0.5,0.5
f3,f1,16,0.999947,0.333333,0.502559,0.571429,0.5
f3,f2,16,0.99994,0.333333,0.657919,0.53125,0.38
h5,f1,16,0.999947,0.333333,0.119574,0.571429,0.5
h5,f2,16,0.99994,0.333333,0.191639,0.53125,0.7
f3,f1,16,0.999947,0.333333,0.502559,0.571429,0.5
h5,f3,16,0.998575,0.333333,0.517238,0.577143,0.7
h5,f1,16,0.999947,0.333333,0.119574,0.571429,0.5
h5,f5,16,0.999951,0.333333,0.750669,0.5,0.4
h3,f2,17,0.999965,0.5,0.851998,0.53125,0.85
h3,h2,17,0.999966,0,0.621867,0.5,0.5
h3,h2,17,0.999966,0,0.621867,0.5,0.5
f4,h3,17,0.996855,0.5,0.440104,0.5,0.4
f2,f4,17,0.998166,0.25,0.292101,0.568519,0.5
f2,h3,17,0.996855,0.25,0.851998,0.5,0.7
f4,h3,17,0.996855,0.5,0.440104,0.5,0.4
f4,f2,17,0.999965,0.5,0.292101,0.53125,0.5
h5,f4,17,0.998166,0.333333,0.793936,0.568519,0.808333
h5,h3,17,0.996855,0.666667,0.334537,0.5,0.46
h5,f4,17,0.998166,0.333333,0.793936,0.568519,0.808333
h5,h3,17,0.996855,0.666667,0.334537,0.5,0.46
h3,f2,17,0.999965,0.5,0.851998,0.53125,0.9
h3,f4,17,0.998166,0.5,0.440104,0.568519,0.5
f2,h1,18,0.99998,0.25,0.556362,0.5,0.5
f2,h1,18,0.99998,0.25,0.556362,0.5,0.5
h5,f2,18,0.99998,0.333333,0.191639,0.595357,0.583333
h3,h1,18,0.99998,0.5,0.550043,0.5,0.5
h3,h2,18,0.99998,0,0.621867,0.5,0.7
h5,h1,18,0.99998,0.333333,0.228055,0.5,0.5
h4,f3,18,0.999745,0.5,0.83245,0.577143,0.925
h4,h2,18,0.99998,0,0.261497,0.5,0.5
f2,h2,18,0.99998,0.25,0.768221,0.5,0.5
h1,h2,18,0.99998,0.5,0.43937,0.5,0.66
h2,f2,19,0.999988,0.5,0.768221,0.595357,0.5
h2,f3,19,0.999852,0.5,0.428662,0.577143,0.5
h5,f2,19,0.999988,0.333333,0.191639,0.595357,0.566667
h5,f3,19,0.999852,0.333333,0.517238,0.577143,0.61
f1,f2,19,0.999988,0.666667,0.742268,0.595357,0.8575
h2,f1,19,0.99999,0.5,0.685799,0.571429,0.5
f5,f2,19,0.999988,1,0.0994279,0.595357,0.5
f2,f1,19,0.99999,0.5,0.742268,0.571429,0.7
h5,f2,20,0.999993,0.333333,0.191639,0.595357,0.566667
h5,f3,20,0.999914,0.333333,0.517238,0.577143,0.46
f3,f1,20,0.999994,0.333333,0.502559,0.571429,0.53
f5,f3,20,0.999914,0.333333,0.375065,0.577143,0.4
f2,f3,20,0.999914,0.25,0.657919,0.577143,0.5
f2,h2,20,0.999993,0.25,0.768221,0.59,0.7
f2,f3,20,0.999914,0.25,0.657919,0.577143,0.5
f1,f2,20,0.999993,0.666667,0.742268,0.595357,0.586
f1,f3,20,0.999914,0.333333,0.502559,0.577143,0.5
f1,f4,20,0.998534,0.333333,0.163344,0.568519,0.5
h5,f2,20,0.999993,0.333333,0.191639,0.595357,0.51
h5,f3,20,0.999914,0.333333,0.517238,0.577143,0.46
h5,f4,20,0.998534,0.333333,0.793936,0.568519,0.835714
h1,f2,20,0.999993,0.5,0.556362,0.595357,0.43
h1,f3,20,0.999914,0.5,0.4744,0.577143,0.31
h1,f2,21,0.999996,0.5,0.556362,0.595357,0.590667
h1,f4,21,0.998682,0.5,0.212492,0.568519,0.34
h1,h2,21,0.999996,0.5,0.43937,0.59,0.46
f1,f2,21,0.999996,0.666667,0.742268,0.595357,0.83
f1,f4,21,0.998682,0.333333,0.163344,0.568519,0.5
f1,h2,21,0.999996,0.333333,0.685799,0.59,0.5
h1,h2,21,0.999996,0.5,0.43937,0.59,0.46
h1,f4,21,0.998682,0.5,0.212492,0.568519,0.34
h1,f4,21,0.998682,0.5,0.212492,0.568519,0.34
f1,f4,21,0.998682,0.333333,0.163344,0.568519,0.5
f1,h1,21,0.999996,0,0.750855,0.5,0.5
f2,f1,22,0.999998,0.5,0.742268,0.571429,0.8
f2,h1,22,0.999998,0.25,0.556362,0.5,0.15
f4,h1,22,0.999998,0.5,0.212492,0.5,0.5
f1,h1,22,0.999998,0,0.750855,0.5,0.5
f4,h2,22,0.999998,0,0.0635079,0.59,0.5
f4,h3,22,0.997929,0.5,0.440104,0.5,0.4
f1,h2,22,0.999998,0.333333,0.685799,0.59,0.5
f1,h3,22,0.997929,0.333333,0.659381,0.5,0.5
h2,h3,22,0.997929,0,0.621867,0.5,0.433333
h4,f5,22,0.99991,0,0.480404,0.5,0.5
h4,h2,22,0.999998,0,0.261497,0.59,0.5
h4,h3,22,0.997929,1,0.638371,0.5,0.5
h5,f1,22,0.999998,0.333333,0.119574,0.571429,0.62
h5,f2,22,0.999998,0.333333,0.191639,0.59281,0.51
h5,f4,22,0.999709,0.333333,0.793936,0.568519,0.85625
h5,f5,22,0.99991,0.333333,0.750669,0.5,0.385
h5,h2,22,0.999998,0.666667,0,0.59,0.73
f4,f2,23,0.999999,0.5,0.292101,0.59281,0.54
h4,f3,23,0.999983,0.5,0.83245,0.577143,0.94
h4,f4,23,0.999831,0.5,0.801733,0.568519,0.5
h4,f5,23,0.999948,0,0.480404,0.5,0.5
f3,f4,23,0.999831,0.666667,0.634183,0.568519,0.9
f3,f5,23,0.999948,0.333333,0.375065,0.5,0.5
h4,f5,23,0.999948,0,0.480404,0.5,0.5
h5,f4,23,0.999831,0.333333,0.793936,0.568519,0.712222
h5,f5,23,0.999948,0.333333,0.750669,0.5,0.385
f1,f3,23,0.999983,0.333333,0.502559,0.577143,0.5
f1,f5,23,0.999948,0.666667,0.0983332,0.5,0.5
f2,h4,24,0.999303,0.25,0.490369,0.5,0.5
f5,f2,24,0.999999,1,0.0994279,0.59281,0.4
f1,f2,24,0.999999,0.666667,0.742268,0.59281,0.854286
h1,f2,24,0.999999,0.5,0.556362,0.59281,0.736667
h1,f4,24,0.999902,0.5,0.212492,0.568519,0.34
h5,f4,24,0.999902,0.333333,0.793936,0.568519,0.701
f3,f1,25,1,0.333333,0.502559,0.571429,0.44
h1,f1,25,1,0,0.750855,0.571429,0.38
h1,f3,25,0.999994,0.5,0.4744,0.577143,0.31
h1,f4,25,0.999943,0.5,0.212492,0.568519,0.34
f3,f1,25,1,0.333333,0.502559,0.571429,0.44
f3,f4,25,0.999943,0.666667,0.634183,0.568519,0.925
f3,f1,25,1,0.333333,0.502559,0.571429,0.44
f2,f3,26,0.999997,0.25,0.657919,0.577143,0.46
f2,h2,26,1,0.25,0.768221,0.59,0.85
f2,h5,26,0.998623,0.25,0.191639,0.5,0.5
f1,f3,26,0.999997,0.333333,0.502559,0.577143,0.4
f1,h5,26,0.998623,0.333333,0.119574,0.5,0.5
f4,f1,26,1,0.5,0.163344,0.574868,0.5
f4,f3,26,0.999997,1,0.634183,0.577143,0.77
f4,h5,26,0.998623,0.5,0.793936,0.5,0.5
f1,h5,26,0.998623,0.333333,0.119574,0.5,0.5
h5,f2,27,1,0.333333,0.191639,0.59281,0.51
h5,f3,27,0.999998,0.333333,0.517238,0.570857,0.46
h5,f5,27,0.999994,0.333333,0.750669,0.5,0.385
h1,f1,27,1,0,0.750855,0.574868,0.38
h1,f2,27,1,0.5,0.556362,0.59281,0.774286
h1,f3,27,0.999998,0.5,0.4744,0.570857,0.31
h1,f5,27,0.999994,0.5,0.269286,0.5,0.34
h3,f1,27,1,0.5,0.659381,0.574868,0.7
h3,f2,27,1,0.5,0.851998,0.59281,0.925
h3,f3,27,0.999998,0.5,0.805921,0.570857,0.5
h3,f5,27,0.999994,0,0.225157,0.5,0.5
f1,f2,27,1,0.666667,0.742268,0.59281,0.8725
f1,f3,27,0.999998,0.333333,0.502559,0.570857,0.4
f1,f5,27,0.999994,0.666667,0.0983332,0.5,0.5
f1,f3,28,0.999999,0.333333,0.502559,0.570857,0.4
f1,f5,28,0.999997,0.666667,0.0983332,0.5,0.5
f1,h2,28,1,0.333333,0.685799,0.59,0.5
f2,f1,28,1,0.5,0.742268,0.574868,0.583333
f2,f3,28,0.999999,0.25,0.657919,0.570857,0.46
f2,f5,28,0.999997,0.75,0.0994279,0.5,0.7
h3,f1,28,1,0.5,0.659381,0.574868,0.7
h3,f3,28,0.999999,0.5,0.805921,0.570857,0.5
h3,f5,28,0.999997,0,0.225157,0.5,0.5
h3,f1,28,1,0.5,0.659381,0.574868,0.7
h3,f5,28,0.999997,0,0.225157,0.5,0.5
f2,f5,28,0.999997,0.75,0.0994279,0.5,0.7
h5,f2,28,1,0.333333,0.191639,0.59281,0.51
h5,f4,28,0.999989,0.333333,0.793936,0.627407,0.851818
h1,f2,28,1,0.5,0.556362,0.59281,0.7625
f2,f1,29,1,0.5,0.742268,0.574868,0.8
f2,h1,29,1,0.25,0.556362,0.5,0.15
h3,h1,29,1,0.5,0.550043,0.5,0.5
h5,h1,29,1,0.333333,0.228055,0.5,0.3
f2,h1,29,1,0.25,0.556362,0.5,0.15
f2,f1,29,1,0.5,0.742268,0.574868,0.833333
f2,f5,29,0.999998,0.75,0.0994279,0.563333,0.85
h3,h1,29,1,0.5,0.550043,0.5,0.5
h3,f1,29,1,0.5,0.659381,0.574868,0.55
h3,f5,29,0.999998,0,0.225157,0.563333,0.5
h4,f5,29,0.999998,0,0.480404,0.563333,0.5
h4,h1,29,1,0.5,0.367107,0.5,0.5
f3,f4,29,0.999994,0.666667,0.634183,0.627407,0.94
f3,f5,29,0.999998,0.333333,0.375065,0.563333,0.5
f3,h3,29,0.999977,0.333333,0.805921,0.529259,0.433333
f5,f3,29,0.999999,0.333333,0.375065,0.570857,0.4
f5,f4,29,0.999994,0.333333,0.552963,0.627407,0.5
f5,h3,29,0.999977,0,0.225157,0.529259,0.5
f2,f4,30,0.999996,0.25,0.292101,0.627407,0.5
h3,f2,30,1,0.5,0.851998,0.643883,0.94
h3,f3,30,1,0.5,0.805921,0.570857,0.7
h3,h1,30,1,0.5,0.550043,0.486667,0.7
h3,h2,30,1,0,0.621867,0.59,0.77
f3,f2,30,1,0.333333,0.657919,0.643883,0.38
f3,h1,30,1,0.333333,0.4744,0.486667,0.7
f3,h2,30,1,0.333333,0.428662,0.59,0.7
f3,h1,30,1,0.333333,0.4744,0.486667,0.7
f3,f2,30,1,0.333333,0.657919,0.643883,0.38
f3,f2,30,1,0.333333,0.657919,0.643883,0.38
f4,f3,30,1,1,0.634183,0.570857,0.86
f5,f1,31,1,0.666667,0.0983332,0.574868,0.7
f1,f3,31,1,0.333333,0.502559,0.570857,0.4
f1,h5,31,0.998624,0.333333,0.119574,0.5,0.5
h5,f3,31,1,0.333333,0.517238,0.570857,0.395
f1,h5,31,0.998624,0.333333,0.119574,0.5,0.5
f1,f3,31,1,0.333333,0.502559,0.570857,0.4
h5,f3,31,1,0.333333,0.517238,0.570857,0.395
h5,f2,31,1,0.333333,0.191639,0.643883,0.51
h5,f4,31,0.999998,0.333333,0.793936,0.627407,0.864167
h1,f1,31,1,0,0.750855,0.574868,0.38
h1,f2,31,1,0.5,0.556362,0.643883,0.817778
h1,f3,31,1,0.5,0.4744,0.570857,0.31
h1,f4,31,0.999998,0.5,0.212492,0.627407,0.34
h1,h4,31,0.999991,0.5,0.367107,0.5,0.5
h1,h5,31,0.998624,0.5,0.228055,0.5,0.5
h2,f1,32,1,0.5,0.685799,0.574868,0.7
h2,f2,32,1,0.5,0.768221,0.643883,0.7
h2,h4,32,0.999995,0,0.261497,0.5,0.5
f4,f1,32,1,0.5,0.163344,0.574868,0.5
f4,f2,32,1,0.5,0.292101,0.643883,0.63
f4,h4,32,0.999995,0.5,0.801733,0.5,0.5
h5,f1,32,1,0.333333,0.119574,0.574868,0.62
h5,h4,32,0.999995,0.666667,0.664526,0.5,0.5
h2,f1,32,1,0.5,0.685799,0.574868,0.7
h2,h4,32,0.999995,0,0.261497,0.5,0.5
h5,h4,32,0.999995,0.666667,0.664526,0.5,0.5
h5,f5,32,1,0.333333,0.750669,0.563333,0.385
h2,h4,32,0.999995,0,0.261497,0.5,0.5
h2,f5,32,1,0.5,0,0.563333,0.5
h3,h4,32,0.999995,1,0.638371,0.5,0.5
h5,f1,33,1,0.333333,0.119574,0.607584,0.79
h5,f2,33,1,0.333333,0.191639,0.643883,0.728
h5,f1,33,1,0.333333,0.119574,0.607584,0.79
f2,f3,33,1,0.25,0.657919,0.570857,0.46
h1,f3,33,1,0.5,0.4744,0.570857,0.31
h1,f4,33,0.999999,0.5,0.212492,0.627407,0.34
h1,h2,33,1,0.5,0.43937,0.59,0.4
h1,h3,33,0.999997,0.5,0.550043,0.529259,0.5
f5,f3,33,1,0.333333,0.375065,0.570857,0.4
f5,f4,33,0.999999,0.333333,0.552963,0.627407,0.6
f5,h2,33,1,0.333333,0,0.59,0.5
f5,h3,33,0.999997,0,0.225157,0.529259,0.5
h5,f3,33,1,0.333333,0.517238,0.570857,0.395
h5,f4,33,0.999999,0.333333,0.793936,0.627407,0.864167
h5,h2,33,1,0.666667,0,0.59,0.73
h5,h3,33,0.999997,0.666667,0.334537,0.529259,0.67
f3,f1,34,1,0.333333,0.502559,0.607584,0.754
f3,f4,34,1,0.666667,0.634183,0.627407,0.63
f1,f3,34,1,0.333333,0.502559,0.570857,0.4
f1,f4,34,1,0.333333,0.163344,0.627407,0.7
h3,f1,34,1,0.5,0.659381,0.607584,0.51
h3,f3,34,1,0.5,0.805921,0.570857,0.7
f4,f1,34,1,0.5,0.163344,0.607584,0.5
f4,h4,34,0.999998,0.5,0.801733,0.5,0.5
h2,f1,34,1,0.5,0.685799,0.607584,0.65
f5,f1,34,1,0.666667,0.0983332,0.607584,0.85
f5,f3,34,1,0.333333,0.375065,0.570857,0.4
f2,f1,34,1,0.5,0.742268,0.607584,0.857143
f2,f3,34,1,0.25,0.657919,0.570857,0.67
f2,h2,34,1,0.25,0.768221,0.59,0.8
h3,f1,35,1,0.5,0.659381,0.607584,0.51
h3,f3,35,1,0.5,0.805921,0.570857,0.583333
h3,f5,35,1,0,0.225157,0.563333,0.5
h2,f1,35,1,0.5,0.685799,0.607584,0.5
h2,f4,35,1,0,0.0635079,0.63058,0.5
h2,f5,35,1,0.5,0,0.563333,0.7
f2,f1,35,1,0.5,0.742268,0.607584,0.635
f2,f3,35,1,0.25,0.657919,0.570857,0.67
f2,f4,35,1,0.25,0.292101,0.63058,0.54
h3,f3,35,1,0.5,0.805921,0.570857,0.466667
h3,f4,35,1,0.5,0.440104,0.63058,0.5
h5,f3,35,1,0.333333,0.517238,0.570857,0.395
h5,f4,35,1,0.333333,0.793936,0.63058,0.874615
h5,h4,35,0.999999,0.666667,0.664526,0.5,0.5
f1,f3,35,1,0.333333,0.502559,0.570857,0.4
f1,f4,35,1,0.333333,0.163344,0.63058,0.583333
f1,h4,35,0.999999,0.333333,0.350769,0.5,0.5
f1,h4,35,0.999999,0.333333,0.350769,0.5,0.5
f1,f3,35,1,0.333333,0.502559,0.570857,0.4
f1,h1,35,1,0,0.750855,0.486667,0.38
f4,f3,35,1,1,0.634183,0.570857,0.815
f4,h1,35,1,0.5,0.212492,0.486667,0.7
f5,h3,36,0.999999,0,0.225157,0.529259,0.5
f5,h5,36,0.998624,0.333333,0.750669,0.5,0.5
f2,h3,36,0.999999,0.25,0.851998,0.529259,0.85
h1,h3,36,0.999999,0.5,0.550043,0.529259,0.34
f3,f2,36,1,0.333333,0.657919,0.643883,0.45
f3,f5,36,1,0.333333,0.375065,0.563333,0.5
f3,h3,36,0.999999,0.333333,0.805921,0.529259,0.433333
h1,h3,36,0.999999,0.5,0.550043,0.529259,0.34
h1,f5,36,1,0.5,0.269286,0.563333,0.34
h5,f5,36,1,0.333333,0.750669,0.563333,0.63
h5,h3,36,0.999999,0.666667,0.334537,0.529259,0.67
f2,f5,37,1,0.75,0.0994279,0.563333,0.85
f5,f2,37,1,1,0.0994279,0.648128,0.625
f5,h5,37,0.998624,0.333333,0.750669,0.5,0.6
h1,f1,37,1,0,0.750855,0.607584,0.38
h1,f2,37,1,0.5,0.556362,0.648128,0.796
h1,f5,37,1,0.5,0.269286,0.563333,0.34
h1,h5,37,0.998624,0.5,0.228055,0.5,0.5
h5,f1,37,1,0.333333,0.119574,0.607584,0.593333
h5,f5,37,1,0.333333,0.750669,0.563333,0.7225
f1,h5,37,0.998624,0.333333,0.119574,0.5,0.5
h1,f2,38,1,0.5,0.556362,0.648128,0.485455
h1,f3,38,1,0.5,0.4744,0.57905,0.31
h1,h2,38,1,0.5,0.43937,0.59,0.4
h2,f2,38,1,0.5,0.768221,0.648128,0.65
h2,f3,38,1,0.5,0.428662,0.57905,0.5
h4,f3,38,1,0.5,0.83245,0.57905,0.71
h4,h2,38,1,0,0.261497,0.59,0.5
h3,f2,38,1,0.5,0.851998,0.648128,0.95
h3,h2,38,1,0,0.621867,0.59,0.77
h1,h2,38,1,0.5,0.43937,0.59,0.4
h1,f2,38,1,0.5,0.556362,0.648128,0.453333
h1,f3,38,1,0.5,0.4744,0.57905,0.31
h1,f5,38,1,0.5,0.269286,0.563333,0.34
f3,f2,38,1,0.333333,0.657919,0.648128,0.58
f3,f5,38,1,0.333333,0.375065,0.563333,0.5
f3,h2,38,1,0.333333,0.428662,0.59,0.69
h1,f2,38,1,0.5,0.556362,0.648128,0.453333
h1,h2,38,1,0.5,0.43937,0.59,0.4
h1,f3,38,1,0.5,0.4744,0.57905,0.31
h1,f5,38,1,0.5,0.269286,0.563333,0.34
h4,f3,39,1,0.5,0.83245,0.57905,0.905714
h1,f3,39,1,0.5,0.4744,0.57905,0.31
h1,h2,39,1,0.5,0.43937,0.59,0.3025
f3,h2,39,1,0.333333,0.428662,0.59,0.82
h4,f3,39,1,0.5,0.83245,0.57905,0.6175
h5,f1,39,1,0.333333,0.119574,0.607584,0.593333
h5,h2,39,1,0.666667,0,0.59,0.73
h5,f2,40,1,0.333333,0.191639,0.648128,0.773333
h5,h3,40,1,0.666667,0.334537,0.529259,0.67
f5,f2,40,1,1,0.0994279,0.648128,0.75
f5,h3,40,1,0,0.225157,0.529259,0.5
h5,h3,40,1,0.666667,0.334537,0.529259,0.67
h5,f1,40,1,0.333333,0.119574,0.607584,0.593333
h5,h1,40,1,0.333333,0.228055,0.486667,0.3
h1,f1,40,1,0,0.750855,0.607584,0.38
